topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
WS,19,0.01,0.05,0.05,random,,,0.0,0.0,8.0,0.052,1255.0,0.135,4392.0,4257.0,47.0,298.0,0.05
WS,19,0.01,0.05,0.05,degree,,,0.0,0.0,9.0,0.021,450.0,0.052,1573.0,1521.0,16.0,118.0,0.05
WS,19,0.01,0.05,0.05,betweenness,,,0.0,0.0,10.0,0.017,339.0,0.051,1406.0,1355.0,12.0,96.0,0.05
WS,19,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.006,45.0,0.031,222.0,191.0,1.0,19.0,0.05
WS,19,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.015,377.0,0.051,1226.0,1175.0,10.0,126.0,0.05
WS,19,0.01,0.05,0.05,community_bridge,,,0.0,0.0,9.0,0.016,230.0,0.051,854.0,803.0,11.0,52.0,0.05
WS,19,0.02,0.05,0.05,random,162.0,,1.0,0.0,27.0,0.11,2023.0,0.264,5361.0,5097.0,105.0,224.0,0.05
WS,19,0.02,0.05,0.05,degree,,,0.0,0.0,17.0,0.093,1954.0,0.185,4967.0,4782.0,88.0,272.0,0.05
WS,19,0.02,0.05,0.05,betweenness,105.0,,1.0,0.0,40.0,0.249,5549.0,0.429,11211.0,10782.0,244.0,320.0,0.05
WS,19,0.02,0.05,0.05,kcore,,,0.0,0.0,12.0,0.048,1017.0,0.114,2330.0,2216.0,43.0,181.0,0.05
WS,19,0.02,0.05,0.05,collective_influence,,,0.0,0.0,19.0,0.04,926.0,0.085,2175.0,2090.0,35.0,132.0,0.05
WS,19,0.02,0.05,0.05,community_bridge,,,0.0,0.0,18.0,0.069,1299.0,0.159,2681.0,2522.0,64.0,170.0,0.05
WS,19,0.05,0.05,0.05,random,28.0,70.0,1.0,1.0,240.0,0.867,17529.0,0.922,18783.0,17861.0,862.0,283.0,0.05
WS,19,0.05,0.05,0.05,degree,34.0,87.0,1.0,1.0,224.0,0.872,16439.0,0.926,17993.0,17067.0,867.0,279.0,0.05
WS,19,0.05,0.05,0.05,betweenness,29.0,77.0,1.0,1.0,190.0,0.874,17244.0,0.937,17957.0,17020.0,869.0,233.0,0.05
WS,19,0.05,0.05,0.05,kcore,26.0,79.0,1.0,1.0,166.0,0.897,18754.0,0.934,18119.0,17185.0,892.0,292.0,0.05
WS,19,0.05,0.05,0.05,collective_influence,22.0,66.0,1.0,1.0,195.0,0.883,17809.0,0.935,18236.0,17301.0,878.0,223.0,0.05
WS,19,0.05,0.05,0.05,community_bridge,27.0,64.0,1.0,1.0,212.0,0.878,16635.0,0.93,17432.0,16502.0,873.0,209.0,0.05
WS,19,0.15,0.05,0.05,random,8.0,16.0,1.0,1.0,561.0,0.95,19132.0,0.945,7165.0,6220.0,945.0,164.0,0.05
WS,19,0.15,0.05,0.05,degree,12.0,23.0,1.0,1.0,517.0,0.95,18938.0,0.945,6804.0,5859.0,945.0,226.0,0.05
WS,19,0.15,0.05,0.05,betweenness,9.0,19.0,1.0,1.0,538.0,0.949,19417.0,0.945,7159.0,6214.0,944.0,176.0,0.05
WS,19,0.15,0.05,0.05,kcore,9.0,19.0,1.0,1.0,536.0,0.949,18375.0,0.945,6905.0,5960.0,944.0,150.0,0.05
WS,19,0.15,0.05,0.05,collective_influence,9.0,21.0,1.0,1.0,534.0,0.95,19599.0,0.945,6956.0,6011.0,945.0,183.0,0.05
WS,19,0.15,0.05,0.05,community_bridge,10.0,19.0,1.0,1.0,593.0,0.948,18419.0,0.945,6828.0,5883.0,943.0,159.0,0.05
BA,1,0.01,0.05,0.05,random,135.0,,1.0,0.0,55.0,0.302,6352.0,0.847,32188.0,31341.0,297.0,414.0,0.05
BA,1,0.01,0.05,0.05,degree,,,0.0,0.0,9.0,0.02,512.0,0.07,1281.0,1211.0,15.0,140.0,0.05
BA,1,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.005,67.0,0.011,146.0,135.0,0.0,23.0,0.05
BA,1,0.01,0.05,0.05,kcore,,,0.0,0.0,10.0,0.016,380.0,0.063,1234.0,1171.0,11.0,88.0,0.05
BA,1,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.011,242.0,0.041,657.0,616.0,6.0,72.0,0.05
BA,1,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.008,136.0,0.037,590.0,553.0,3.0,63.0,0.05
BA,1,0.02,0.05,0.05,random,,,0.0,0.0,5.0,0.006,50.0,0.026,183.0,157.0,1.0,20.0,0.05
BA,1,0.02,0.05,0.05,degree,,,0.0,0.0,10.0,0.027,379.0,0.102,1127.0,1025.0,22.0,90.0,0.05
BA,1,0.02,0.05,0.05,betweenness,,,0.0,0.0,9.0,0.016,212.0,0.063,617.0,554.0,11.0,38.0,0.05
BA,1,0.02,0.05,0.05,kcore,,,0.0,0.0,6.0,0.009,102.0,0.037,240.0,203.0,4.0,30.0,0.05
BA,1,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.01,164.0,0.031,344.0,313.0,5.0,54.0,0.05
BA,1,0.02,0.05,0.05,community_bridge,,,0.0,0.0,18.0,0.04,648.0,0.128,1856.0,1728.0,35.0,104.0,0.05
BA,1,0.05,0.05,0.05,random,11.0,21.0,1.0,1.0,426.0,0.867,17297.0,0.944,17873.0,16929.0,862.0,146.0,0.05
BA,1,0.05,0.05,0.05,degree,48.0,91.0,1.0,1.0,196.0,0.679,13969.0,0.886,13843.0,12957.0,674.0,222.0,0.05
BA,1,0.05,0.05,0.05,betweenness,36.0,61.0,1.0,1.0,245.0,0.676,13350.0,0.895,13761.0,12866.0,671.0,221.0,0.05
BA,1,0.05,0.05,0.05,kcore,31.0,68.0,1.0,1.0,195.0,0.645,12629.0,0.885,12516.0,11631.0,640.0,216.0,0.05
BA,1,0.05,0.05,0.05,collective_influence,29.0,58.0,1.0,1.0,255.0,0.69,14736.0,0.89,14183.0,13293.0,685.0,211.0,0.05
BA,1,0.05,0.05,0.05,community_bridge,25.0,55.0,1.0,1.0,232.0,0.691,14088.0,0.896,13746.0,12850.0,686.0,176.0,0.05
BA,1,0.15,0.05,0.05,random,3.0,7.0,1.0,1.0,692.0,0.941,18318.0,0.944,7414.0,6470.0,936.0,113.0,0.05
BA,1,0.15,0.05,0.05,degree,7.0,14.0,1.0,1.0,572.0,0.896,18866.0,0.922,5955.0,5033.0,891.0,152.0,0.05
BA,1,0.15,0.05,0.05,betweenness,9.0,16.0,1.0,1.0,556.0,0.898,18246.0,0.928,6333.0,5405.0,893.0,165.0,0.05
BA,1,0.15,0.05,0.05,kcore,9.0,16.0,1.0,1.0,561.0,0.897,17604.0,0.923,5933.0,5010.0,892.0,159.0,0.05
BA,1,0.15,0.05,0.05,collective_influence,7.0,14.0,1.0,1.0,539.0,0.895,18047.0,0.925,6447.0,5522.0,890.0,157.0,0.05
BA,1,0.15,0.05,0.05,community_bridge,9.0,16.0,1.0,1.0,560.0,0.894,18724.0,0.924,6133.0,5209.0,889.0,134.0,0.05
BA,2,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.009,127.0,0.058,741.0,683.0,4.0,50.0,0.05
BA,2,0.01,0.05,0.05,degree,,,0.0,0.0,7.0,0.012,172.0,0.037,417.0,380.0,7.0,68.0,0.05
BA,2,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.005,60.0,0.015,167.0,152.0,0.0,26.0,0.05
BA,2,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.007,101.0,0.036,511.0,475.0,2.0,33.0,0.05
BA,2,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.008,86.0,0.028,306.0,278.0,3.0,32.0,0.05
BA,2,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.005,109.0,0.015,222.0,207.0,0.0,40.0,0.05
BA,2,0.02,0.05,0.05,random,,,0.0,0.0,6.0,0.009,128.0,0.041,352.0,311.0,4.0,51.0,0.05
BA,2,0.02,0.05,0.05,degree,,,0.0,0.0,6.0,0.014,260.0,0.039,563.0,524.0,9.0,106.0,0.05
BA,2,0.02,0.05,0.05,betweenness,56.0,,1.0,0.0,54.0,0.386,7914.0,0.778,18549.0,17771.0,381.0,333.0,0.05
BA,2,0.02,0.05,0.05,kcore,,,0.0,0.0,19.0,0.071,1444.0,0.222,3500.0,3278.0,66.0,229.0,0.05
BA,2,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.01,108.0,0.026,297.0,271.0,5.0,37.0,0.05
BA,2,0.02,0.05,0.05,community_bridge,59.0,,1.0,0.0,46.0,0.16,3187.0,0.451,7627.0,7176.0,155.0,230.0,0.05
BA,2,0.05,0.05,0.05,random,14.0,25.0,1.0,1.0,423.0,0.878,18059.0,0.944,18025.0,17081.0,873.0,165.0,0.05
BA,2,0.05,0.05,0.05,degree,36.0,72.0,1.0,1.0,220.0,0.737,14141.0,0.907,14248.0,13341.0,732.0,211.0,0.05
BA,2,0.05,0.05,0.05,betweenness,31.0,57.0,1.0,1.0,251.0,0.76,15313.0,0.93,14741.0,13811.0,755.0,199.0,0.05
BA,2,0.05,0.05,0.05,kcore,36.0,65.0,1.0,1.0,240.0,0.707,14488.0,0.912,14086.0,13174.0,702.0,193.0,0.05
BA,2,0.05,0.05,0.05,collective_influence,24.0,48.0,1.0,1.0,288.0,0.754,15511.0,0.911,14636.0,13725.0,749.0,184.0,0.05
BA,2,0.05,0.05,0.05,community_bridge,28.0,63.0,1.0,1.0,215.0,0.69,13098.0,0.901,14077.0,13176.0,685.0,202.0,0.05
BA,2,0.15,0.05,0.05,random,4.0,6.0,1.0,1.0,679.0,0.939,19066.0,0.945,6932.0,5987.0,934.0,174.0,0.05
BA,2,0.15,0.05,0.05,degree,9.0,16.0,1.0,1.0,569.0,0.902,18555.0,0.935,6100.0,5165.0,897.0,171.0,0.05
BA,2,0.15,0.05,0.05,betweenness,9.0,15.0,1.0,1.0,563.0,0.905,18196.0,0.94,6282.0,5342.0,900.0,192.0,0.05
BA,2,0.15,0.05,0.05,kcore,9.0,16.0,1.0,1.0,539.0,0.896,17016.0,0.933,6107.0,5174.0,891.0,150.0,0.05
BA,2,0.15,0.05,0.05,collective_influence,8.0,15.0,1.0,1.0,550.0,0.897,18731.0,0.931,6113.0,5182.0,892.0,175.0,0.05
BA,2,0.15,0.05,0.05,community_bridge,9.0,18.0,1.0,1.0,523.0,0.9,17752.0,0.933,6547.0,5614.0,895.0,163.0,0.05
BA,3,0.01,0.05,0.05,random,,,0.0,0.0,7.0,0.015,235.0,0.065,1115.0,1050.0,10.0,57.0,0.05
BA,3,0.01,0.05,0.05,degree,,,0.0,0.0,11.0,0.034,882.0,0.112,2637.0,2525.0,29.0,148.0,0.05
BA,3,0.01,0.05,0.05,betweenness,,,0.0,0.0,12.0,0.028,754.0,0.1,2414.0,2314.0,23.0,115.0,0.05
BA,3,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.01,141.0,0.026,287.0,261.0,5.0,43.0,0.05
BA,3,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.013,299.0,0.049,988.0,939.0,8.0,76.0,0.05
BA,3,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.006,72.0,0.016,188.0,172.0,1.0,38.0,0.05
BA,3,0.02,0.05,0.05,random,,,0.0,0.0,9.0,0.023,373.0,0.105,1052.0,947.0,18.0,87.0,0.05
BA,3,0.02,0.05,0.05,degree,,,0.0,0.0,5.0,0.007,75.0,0.024,157.0,133.0,2.0,28.0,0.05
BA,3,0.02,0.05,0.05,betweenness,123.0,,1.0,0.0,32.0,0.243,5042.0,0.598,11640.0,11042.0,238.0,390.0,0.05
BA,3,0.02,0.05,0.05,kcore,106.0,,1.0,0.0,33.0,0.236,4693.0,0.571,10929.0,10358.0,231.0,330.0,0.05
BA,3,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.011,205.0,0.035,590.0,555.0,6.0,58.0,0.05
BA,3,0.02,0.05,0.05,community_bridge,,,0.0,0.0,18.0,0.039,771.0,0.131,2073.0,1942.0,34.0,89.0,0.05
BA,3,0.05,0.05,0.05,random,12.0,24.0,1.0,1.0,411.0,0.848,17029.0,0.945,17038.0,16093.0,843.0,146.0,0.05
BA,3,0.05,0.05,0.05,degree,34.0,72.0,1.0,1.0,217.0,0.674,12760.0,0.876,13119.0,12243.0,669.0,221.0,0.05
BA,3,0.05,0.05,0.05,betweenness,22.0,47.0,1.0,1.0,255.0,0.744,15030.0,0.909,14011.0,13102.0,739.0,168.0,0.05
BA,3,0.05,0.05,0.05,kcore,32.0,67.0,1.0,1.0,217.0,0.697,13311.0,0.892,14090.0,13198.0,692.0,224.0,0.05
BA,3,0.05,0.05,0.05,collective_influence,40.0,87.0,1.0,1.0,169.0,0.719,14347.0,0.9,14191.0,13291.0,714.0,264.0,0.05
BA,3,0.05,0.05,0.05,community_bridge,23.0,62.0,1.0,1.0,187.0,0.689,13572.0,0.903,13900.0,12997.0,684.0,184.0,0.05
BA,3,0.15,0.05,0.05,random,7.0,10.0,1.0,1.0,678.0,0.939,19379.0,0.945,6819.0,5874.0,934.0,146.0,0.05
BA,3,0.15,0.05,0.05,degree,10.0,18.0,1.0,1.0,531.0,0.883,18065.0,0.918,6025.0,5107.0,878.0,160.0,0.05
BA,3,0.15,0.05,0.05,betweenness,9.0,16.0,1.0,1.0,540.0,0.896,18505.0,0.922,6556.0,5634.0,891.0,156.0,0.05
BA,3,0.15,0.05,0.05,kcore,9.0,17.0,1.0,1.0,533.0,0.868,18248.0,0.917,5821.0,4904.0,863.0,155.0,0.05
BA,3,0.15,0.05,0.05,collective_influence,10.0,18.0,1.0,1.0,515.0,0.878,16646.0,0.919,6183.0,5264.0,873.0,135.0,0.05
BA,3,0.15,0.05,0.05,community_bridge,11.0,19.0,1.0,1.0,533.0,0.886,17943.0,0.921,5849.0,4928.0,881.0,155.0,0.05
BA,0,0.01,0.05,0.05,random,86.0,,1.0,0.0,72.0,0.302,5648.0,0.872,30624.0,29752.0,297.0,235.0,0.05
BA,0,0.01,0.05,0.05,degree,,,0.0,0.0,8.0,0.029,667.0,0.122,2860.0,2738.0,24.0,167.0,0.05
BA,0,0.01,0.05,0.05,betweenness,,,0.0,0.0,13.0,0.042,853.0,0.164,2686.0,2522.0,37.0,149.0,0.05
BA,0,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.007,143.0,0.021,323.0,302.0,2.0,42.0,0.05
BA,0,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.007,204.0,0.019,316.0,297.0,2.0,96.0,0.05
BA,0,0.01,0.05,0.05,community_bridge,,,0.0,0.0,6.0,0.019,417.0,0.07,1214.0,1144.0,14.0,120.0,0.05
BA,0,0.02,0.05,0.05,random,27.0,60.0,1.0,1.0,211.0,0.638,12708.0,0.935,29234.0,28299.0,633.0,185.0,0.05
BA,0,0.02,0.05,0.05,degree,,,0.0,0.0,7.0,0.015,223.0,0.065,669.0,604.0,10.0,60.0,0.05
BA,0,0.02,0.05,0.05,betweenness,,,0.0,0.0,12.0,0.044,776.0,0.173,2264.0,2091.0,39.0,158.0,0.05
BA,0,0.02,0.05,0.05,kcore,,,0.0,0.0,5.0,0.008,63.0,0.025,170.0,145.0,3.0,22.0,0.05
BA,0,0.02,0.05,0.05,collective_influence,108.0,,1.0,0.0,36.0,0.202,3657.0,0.538,9014.0,8476.0,197.0,319.0,0.05
BA,0,0.02,0.05,0.05,community_bridge,,,0.0,0.0,17.0,0.045,793.0,0.13,1912.0,1782.0,40.0,120.0,0.05
BA,0,0.05,0.05,0.05,random,7.0,16.0,1.0,1.0,483.0,0.888,18445.0,0.945,18169.0,17224.0,883.0,178.0,0.05
BA,0,0.05,0.05,0.05,degree,40.0,79.0,1.0,1.0,193.0,0.733,14870.0,0.91,14531.0,13621.0,728.0,232.0,0.05
BA,0,0.05,0.05,0.05,betweenness,26.0,58.0,1.0,1.0,233.0,0.744,15115.0,0.923,15085.0,14162.0,739.0,224.0,0.05
BA,0,0.05,0.05,0.05,kcore,32.0,64.0,1.0,1.0,220.0,0.688,13815.0,0.904,13875.0,12971.0,683.0,189.0,0.05
BA,0,0.05,0.05,0.05,collective_influence,43.0,70.0,1.0,1.0,272.0,0.732,15086.0,0.914,14409.0,13495.0,727.0,203.0,0.05
BA,0,0.05,0.05,0.05,community_bridge,32.0,75.0,1.0,1.0,202.0,0.707,13874.0,0.899,14517.0,13618.0,702.0,232.0,0.05
BA,0,0.15,0.05,0.05,random,4.0,7.0,1.0,1.0,707.0,0.943,19305.0,0.945,7023.0,6078.0,938.0,145.0,0.05
BA,0,0.15,0.05,0.05,degree,10.0,18.0,1.0,1.0,546.0,0.903,18198.0,0.936,6176.0,5240.0,898.0,197.0,0.05
BA,0,0.15,0.05,0.05,betweenness,8.0,16.0,1.0,1.0,564.0,0.912,19543.0,0.936,6135.0,5199.0,907.0,231.0,0.05
BA,0,0.15,0.05,0.05,kcore,9.0,17.0,1.0,1.0,509.0,0.898,17883.0,0.935,6729.0,5794.0,893.0,189.0,0.05
BA,0,0.15,0.05,0.05,collective_influence,9.0,16.0,1.0,1.0,537.0,0.903,17559.0,0.937,6367.0,5430.0,898.0,119.0,0.05
BA,0,0.15,0.05,0.05,community_bridge,13.0,21.0,1.0,1.0,510.0,0.896,17539.0,0.931,6579.0,5648.0,891.0,151.0,0.05
BA,4,0.01,0.05,0.05,random,30.0,,1.0,0.0,71.0,0.32,5991.0,0.87,28774.0,27904.0,315.0,248.0,0.05
BA,4,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.006,34.0,0.016,76.0,60.0,1.0,14.0,0.05
BA,4,0.01,0.05,0.05,betweenness,,,0.0,0.0,13.0,0.023,401.0,0.095,1222.0,1127.0,18.0,82.0,0.05
BA,4,0.01,0.05,0.05,kcore,,,0.0,0.0,8.0,0.016,347.0,0.051,1097.0,1046.0,11.0,72.0,0.05
BA,4,0.01,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.031,680.0,0.108,2408.0,2300.0,26.0,152.0,0.05
BA,4,0.01,0.05,0.05,community_bridge,,,0.0,0.0,10.0,0.026,612.0,0.105,2295.0,2190.0,21.0,101.0,0.05
BA,4,0.02,0.05,0.05,random,20.0,55.0,1.0,1.0,215.0,0.64,12769.0,0.938,29751.0,28813.0,635.0,152.0,0.05
BA,4,0.02,0.05,0.05,degree,88.0,,1.0,0.0,39.0,0.221,4908.0,0.546,10757.0,10211.0,216.0,492.0,0.05
BA,4,0.02,0.05,0.05,betweenness,,,0.0,0.0,18.0,0.044,820.0,0.164,2111.0,1947.0,39.0,161.0,0.05
BA,4,0.02,0.05,0.05,kcore,,,0.0,0.0,8.0,0.021,356.0,0.073,740.0,667.0,16.0,98.0,0.05
BA,4,0.02,0.05,0.05,collective_influence,163.0,,1.0,0.0,22.0,0.148,2919.0,0.463,7295.0,6832.0,143.0,376.0,0.05
BA,4,0.02,0.05,0.05,community_bridge,210.0,,1.0,0.0,46.0,0.278,5917.0,0.624,12676.0,12052.0,273.0,500.0,0.05
BA,4,0.05,0.05,0.05,random,9.0,20.0,1.0,1.0,430.0,0.857,17004.0,0.944,18054.0,17110.0,852.0,131.0,0.05
BA,4,0.05,0.05,0.05,degree,29.0,60.0,1.0,1.0,250.0,0.734,15647.0,0.907,14651.0,13744.0,729.0,220.0,0.05
BA,4,0.05,0.05,0.05,betweenness,21.0,47.0,1.0,1.0,264.0,0.732,13882.0,0.915,14675.0,13760.0,727.0,160.0,0.05
BA,4,0.05,0.05,0.05,kcore,54.0,102.0,1.0,1.0,202.0,0.701,14063.0,0.892,14354.0,13462.0,696.0,243.0,0.05
BA,4,0.05,0.05,0.05,collective_influence,32.0,67.0,1.0,1.0,217.0,0.703,14262.0,0.888,14104.0,13216.0,698.0,205.0,0.05
BA,4,0.05,0.05,0.05,community_bridge,22.0,48.0,1.0,1.0,249.0,0.734,14552.0,0.908,14350.0,13442.0,729.0,193.0,0.05
BA,4,0.15,0.05,0.05,random,5.0,8.0,1.0,1.0,675.0,0.944,17861.0,0.944,6853.0,5909.0,939.0,131.0,0.05
BA,4,0.15,0.05,0.05,degree,9.0,16.0,1.0,1.0,545.0,0.895,17292.0,0.924,5905.0,4981.0,890.0,219.0,0.05
BA,4,0.15,0.05,0.05,betweenness,8.0,15.0,1.0,1.0,571.0,0.91,17880.0,0.934,6324.0,5390.0,905.0,156.0,0.05
BA,4,0.15,0.05,0.05,kcore,10.0,18.0,1.0,1.0,524.0,0.887,17751.0,0.924,6239.0,5315.0,882.0,181.0,0.05
BA,4,0.15,0.05,0.05,collective_influence,11.0,19.0,1.0,1.0,520.0,0.896,17655.0,0.925,6390.0,5465.0,891.0,139.0,0.05
BA,4,0.15,0.05,0.05,community_bridge,9.0,17.0,1.0,1.0,531.0,0.903,17735.0,0.931,6301.0,5370.0,898.0,155.0,0.05
BA,5,0.01,0.05,0.05,random,,,0.0,0.0,7.0,0.014,220.0,0.104,935.0,831.0,9.0,65.0,0.05
BA,5,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.005,62.0,0.016,163.0,147.0,0.0,31.0,0.05
BA,5,0.01,0.05,0.05,betweenness,,,0.0,0.0,10.0,0.02,650.0,0.091,2132.0,2041.0,15.0,119.0,0.05
BA,5,0.01,0.05,0.05,kcore,,,0.0,0.0,11.0,0.02,297.0,0.08,1076.0,996.0,15.0,107.0,0.05
BA,5,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.006,58.0,0.023,191.0,168.0,1.0,19.0,0.05
BA,5,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.007,200.0,0.03,421.0,391.0,2.0,109.0,0.05
BA,5,0.02,0.05,0.05,random,22.0,64.0,1.0,1.0,194.0,0.654,13547.0,0.944,32289.0,31345.0,649.0,179.0,0.05
BA,5,0.02,0.05,0.05,degree,100.0,,1.0,0.0,34.0,0.146,2958.0,0.412,7202.0,6790.0,141.0,264.0,0.05
BA,5,0.02,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.007,165.0,0.016,258.0,242.0,2.0,52.0,0.05
BA,5,0.02,0.05,0.05,kcore,149.0,,1.0,0.0,27.0,0.224,4746.0,0.537,10853.0,10316.0,219.0,411.0,0.05
BA,5,0.02,0.05,0.05,collective_influence,92.0,,1.0,0.0,35.0,0.11,2041.0,0.334,4769.0,4435.0,105.0,163.0,0.05
BA,5,0.02,0.05,0.05,community_bridge,,,0.0,0.0,16.0,0.091,1892.0,0.274,4367.0,4093.0,86.0,295.0,0.05
BA,5,0.05,0.05,0.05,random,8.0,17.0,1.0,1.0,441.0,0.863,18439.0,0.945,17639.0,16694.0,858.0,164.0,0.05
BA,5,0.05,0.05,0.05,degree,31.0,66.0,1.0,1.0,220.0,0.67,12981.0,0.894,13407.0,12513.0,665.0,198.0,0.05
BA,5,0.05,0.05,0.05,betweenness,32.0,61.0,1.0,1.0,256.0,0.737,14725.0,0.913,15009.0,14096.0,732.0,288.0,0.05
BA,5,0.05,0.05,0.05,kcore,35.0,82.0,1.0,1.0,154.0,0.683,13520.0,0.896,13890.0,12994.0,678.0,254.0,0.05
BA,5,0.05,0.05,0.05,collective_influence,25.0,53.0,1.0,1.0,259.0,0.696,13359.0,0.905,13490.0,12585.0,691.0,192.0,0.05
BA,5,0.05,0.05,0.05,community_bridge,34.0,74.0,1.0,1.0,197.0,0.696,14552.0,0.894,13516.0,12622.0,691.0,290.0,0.05
BA,5,0.15,0.05,0.05,random,6.0,9.0,1.0,1.0,691.0,0.944,20429.0,0.945,7032.0,6087.0,939.0,158.0,0.05
BA,5,0.15,0.05,0.05,degree,8.0,16.0,1.0,1.0,542.0,0.901,17073.0,0.926,6148.0,5222.0,896.0,128.0,0.05
BA,5,0.15,0.05,0.05,betweenness,9.0,16.0,1.0,1.0,517.0,0.892,17217.0,0.928,6289.0,5361.0,887.0,156.0,0.05
BA,5,0.15,0.05,0.05,kcore,8.0,16.0,1.0,1.0,511.0,0.892,18087.0,0.925,6285.0,5360.0,887.0,182.0,0.05
BA,5,0.15,0.05,0.05,collective_influence,10.0,18.0,1.0,1.0,523.0,0.877,17803.0,0.923,6230.0,5307.0,872.0,148.0,0.05
BA,5,0.15,0.05,0.05,community_bridge,7.0,16.0,1.0,1.0,531.0,0.882,17046.0,0.925,6047.0,5122.0,877.0,129.0,0.05
BA,6,0.01,0.05,0.05,random,95.0,,1.0,0.0,44.0,0.317,6618.0,0.879,30221.0,29342.0,312.0,437.0,0.05
BA,6,0.01,0.05,0.05,degree,,,0.0,0.0,6.0,0.014,398.0,0.04,821.0,781.0,9.0,154.0,0.05
BA,6,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.011,146.0,0.047,544.0,497.0,6.0,63.0,0.05
BA,6,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.015,306.0,0.057,797.0,740.0,10.0,155.0,0.05
BA,6,0.01,0.05,0.05,collective_influence,,,0.0,0.0,8.0,0.013,272.0,0.048,704.0,656.0,8.0,48.0,0.05
BA,6,0.01,0.05,0.05,community_bridge,,,0.0,0.0,9.0,0.025,550.0,0.108,2483.0,2375.0,20.0,108.0,0.05
BA,6,0.02,0.05,0.05,random,36.0,87.0,1.0,1.0,151.0,0.609,12476.0,0.94,30597.0,29657.0,604.0,241.0,0.05
BA,6,0.02,0.05,0.05,degree,210.0,,1.0,0.0,24.0,0.202,4019.0,0.504,9287.0,8783.0,197.0,381.0,0.05
BA,6,0.02,0.05,0.05,betweenness,114.0,,1.0,0.0,31.0,0.288,5982.0,0.671,14607.0,13936.0,283.0,418.0,0.05
BA,6,0.02,0.05,0.05,kcore,,,0.0,0.0,8.0,0.011,255.0,0.032,659.0,627.0,6.0,77.0,0.05
BA,6,0.02,0.05,0.05,collective_influence,,,0.0,0.0,8.0,0.025,593.0,0.057,753.0,696.0,20.0,154.0,0.05
BA,6,0.02,0.05,0.05,community_bridge,188.0,,1.0,0.0,31.0,0.205,4150.0,0.559,10784.0,10225.0,200.0,355.0,0.05
BA,6,0.05,0.05,0.05,random,10.0,19.0,1.0,1.0,476.0,0.901,19705.0,0.945,18531.0,17586.0,896.0,148.0,0.05
BA,6,0.05,0.05,0.05,degree,23.0,50.0,1.0,1.0,253.0,0.739,14523.0,0.913,13487.0,12574.0,734.0,230.0,0.05
BA,6,0.05,0.05,0.05,betweenness,27.0,56.0,1.0,1.0,263.0,0.74,14708.0,0.915,15298.0,14383.0,735.0,229.0,0.05
BA,6,0.05,0.05,0.05,kcore,34.0,75.0,1.0,1.0,180.0,0.697,14182.0,0.904,13951.0,13047.0,692.0,239.0,0.05
BA,6,0.05,0.05,0.05,collective_influence,27.0,59.0,1.0,1.0,237.0,0.707,13786.0,0.904,13512.0,12608.0,702.0,209.0,0.05
BA,6,0.05,0.05,0.05,community_bridge,32.0,58.0,1.0,1.0,278.0,0.762,15975.0,0.91,14800.0,13890.0,757.0,191.0,0.05
BA,6,0.15,0.05,0.05,random,5.0,9.0,1.0,1.0,681.0,0.941,19093.0,0.945,7181.0,6236.0,936.0,170.0,0.05
BA,6,0.15,0.05,0.05,degree,13.0,20.0,1.0,1.0,530.0,0.894,17856.0,0.931,6240.0,5309.0,889.0,147.0,0.05
BA,6,0.15,0.05,0.05,betweenness,10.0,16.0,1.0,1.0,563.0,0.905,18454.0,0.93,6529.0,5599.0,900.0,148.0,0.05
BA,6,0.15,0.05,0.05,kcore,11.0,18.0,1.0,1.0,500.0,0.884,16074.0,0.927,6141.0,5214.0,879.0,117.0,0.05
