topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
WS,3,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.011,276.0,0.039,926.0,887.0,6.0,116.0,0.05
WS,3,0.01,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.02,367.0,0.055,1399.0,1344.0,15.0,82.0,0.05
WS,3,0.02,0.05,0.05,random,160.0,,1.0,0.0,26.0,0.173,3675.0,0.328,8683.0,8355.0,168.0,280.0,0.05
WS,3,0.02,0.05,0.05,degree,217.0,,1.0,0.0,24.0,0.232,4797.0,0.429,11037.0,10608.0,227.0,500.0,0.05
WS,3,0.02,0.05,0.05,betweenness,192.0,,1.0,0.0,24.0,0.113,2262.0,0.226,4849.0,4623.0,108.0,264.0,0.05
WS,3,0.02,0.05,0.05,kcore,,,0.0,0.0,18.0,0.057,1054.0,0.096,2345.0,2249.0,52.0,153.0,0.05
WS,3,0.02,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.019,281.0,0.063,1062.0,999.0,14.0,59.0,0.05
WS,3,0.02,0.05,0.05,community_bridge,,,0.0,0.0,27.0,0.067,1396.0,0.14,2889.0,2749.0,62.0,131.0,0.05
WS,3,0.05,0.05,0.05,random,49.0,86.0,1.0,1.0,220.0,0.875,17048.0,0.926,17910.0,16984.0,870.0,257.0,0.05
WS,3,0.05,0.05,0.05,degree,37.0,78.0,1.0,1.0,192.0,0.857,16022.0,0.914,17810.0,16896.0,852.0,264.0,0.05
WS,3,0.05,0.05,0.05,betweenness,45.0,104.0,1.0,1.0,166.0,0.857,17396.0,0.925,18025.0,17100.0,852.0,347.0,0.05
WS,3,0.05,0.05,0.05,kcore,37.0,76.0,1.0,1.0,250.0,0.885,18100.0,0.925,18205.0,17280.0,880.0,269.0,0.05
WS,3,0.05,0.05,0.05,collective_influence,21.0,59.0,1.0,1.0,216.0,0.886,17291.0,0.933,18304.0,17371.0,881.0,211.0,0.05
WS,3,0.05,0.05,0.05,community_bridge,41.0,100.0,1.0,1.0,185.0,0.875,17338.0,0.925,16914.0,15989.0,870.0,275.0,0.05
WS,3,0.15,0.05,0.05,random,10.0,19.0,1.0,1.0,569.0,0.945,18699.0,0.943,6960.0,6017.0,940.0,131.0,0.05
WS,3,0.15,0.05,0.05,degree,10.0,22.0,1.0,1.0,537.0,0.949,19009.0,0.945,7071.0,6126.0,944.0,179.0,0.05
WS,3,0.15,0.05,0.05,betweenness,10.0,20.0,1.0,1.0,549.0,0.949,19083.0,0.945,7149.0,6204.0,944.0,146.0,0.05
WS,3,0.15,0.05,0.05,kcore,9.0,19.0,1.0,1.0,561.0,0.95,19132.0,0.945,7027.0,6082.0,945.0,163.0,0.05
WS,3,0.15,0.05,0.05,collective_influence,10.0,21.0,1.0,1.0,568.0,0.95,19477.0,0.945,7033.0,6088.0,945.0,131.0,0.05
WS,3,0.15,0.05,0.05,community_bridge,9.0,21.0,1.0,1.0,527.0,0.949,19594.0,0.945,6697.0,5752.0,944.0,196.0,0.05
WS,4,0.01,0.05,0.05,random,,,0.0,0.0,14.0,0.046,968.0,0.132,3433.0,3301.0,41.0,189.0,0.05
WS,4,0.01,0.05,0.05,degree,,,0.0,0.0,8.0,0.026,413.0,0.067,1369.0,1302.0,21.0,113.0,0.05
WS,4,0.01,0.05,0.05,betweenness,,,0.0,0.0,10.0,0.025,609.0,0.071,2066.0,1995.0,20.0,119.0,0.05
WS,4,0.01,0.05,0.05,kcore,,,0.0,0.0,8.0,0.01,187.0,0.036,880.0,844.0,5.0,44.0,0.05
WS,4,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.024,394.0,0.068,1452.0,1384.0,19.0,146.0,0.05
WS,4,0.01,0.05,0.05,community_bridge,,,0.0,0.0,6.0,0.007,43.0,0.033,249.0,216.0,2.0,14.0,0.05
WS,4,0.02,0.05,0.05,random,153.0,,1.0,0.0,20.0,0.123,2418.0,0.277,6532.0,6255.0,118.0,244.0,0.05
WS,4,0.02,0.05,0.05,degree,,,0.0,0.0,12.0,0.028,512.0,0.063,1056.0,993.0,23.0,125.0,0.05
WS,4,0.02,0.05,0.05,betweenness,74.0,,1.0,0.0,31.0,0.257,5344.0,0.463,11629.0,11166.0,252.0,455.0,0.05
WS,4,0.02,0.05,0.05,kcore,117.0,,1.0,0.0,27.0,0.187,4109.0,0.362,9267.0,8905.0,182.0,345.0,0.05
WS,4,0.02,0.05,0.05,collective_influence,,,0.0,0.0,17.0,0.052,880.0,0.115,2376.0,2261.0,47.0,138.0,0.05
WS,4,0.02,0.05,0.05,community_bridge,111.0,,1.0,0.0,33.0,0.148,3414.0,0.301,6922.0,6621.0,143.0,339.0,0.05
WS,4,0.05,0.05,0.05,random,21.0,48.0,1.0,1.0,298.0,0.916,18872.0,0.945,17833.0,16888.0,911.0,209.0,0.05
WS,4,0.05,0.05,0.05,degree,28.0,65.0,1.0,1.0,218.0,0.865,17547.0,0.924,17431.0,16507.0,860.0,210.0,0.05
WS,4,0.05,0.05,0.05,betweenness,36.0,77.0,1.0,1.0,214.0,0.89,16715.0,0.937,17033.0,16096.0,885.0,205.0,0.05
WS,4,0.05,0.05,0.05,kcore,35.0,77.0,1.0,1.0,255.0,0.896,19035.0,0.94,18256.0,17316.0,891.0,218.0,0.05
WS,4,0.05,0.05,0.05,collective_influence,23.0,64.0,1.0,1.0,213.0,0.871,17273.0,0.932,17234.0,16302.0,866.0,188.0,0.05
WS,4,0.05,0.05,0.05,community_bridge,37.0,86.0,1.0,1.0,175.0,0.841,15460.0,0.922,16779.0,15857.0,836.0,268.0,0.05
WS,4,0.15,0.05,0.05,random,8.0,15.0,1.0,1.0,616.0,0.95,19148.0,0.945,6752.0,5807.0,945.0,177.0,0.05
WS,4,0.15,0.05,0.05,degree,10.0,19.0,1.0,1.0,578.0,0.95,19405.0,0.945,6930.0,5985.0,945.0,167.0,0.05
WS,4,0.15,0.05,0.05,betweenness,9.0,19.0,1.0,1.0,571.0,0.949,19260.0,0.945,7158.0,6213.0,944.0,251.0,0.05
WS,4,0.15,0.05,0.05,kcore,13.0,24.0,1.0,1.0,548.0,0.95,18464.0,0.945,7259.0,6314.0,945.0,182.0,0.05
WS,4,0.15,0.05,0.05,collective_influence,10.0,20.0,1.0,1.0,547.0,0.95,18907.0,0.945,7150.0,6205.0,945.0,162.0,0.05
WS,4,0.15,0.05,0.05,community_bridge,12.0,23.0,1.0,1.0,556.0,0.949,18371.0,0.945,7092.0,6147.0,944.0,177.0,0.05
WS,5,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.015,316.0,0.051,876.0,825.0,10.0,162.0,0.05
WS,5,0.01,0.05,0.05,degree,,,0.0,0.0,8.0,0.018,345.0,0.064,1438.0,1374.0,13.0,88.0,0.05
WS,5,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.01,201.0,0.04,972.0,932.0,5.0,62.0,0.05
WS,5,0.01,0.05,0.05,kcore,,,0.0,0.0,9.0,0.015,283.0,0.051,1120.0,1069.0,10.0,89.0,0.05
WS,5,0.01,0.05,0.05,collective_influence,,,0.0,0.0,15.0,0.037,835.0,0.095,2767.0,2672.0,32.0,130.0,0.05
WS,5,0.01,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.014,222.0,0.039,748.0,709.0,9.0,53.0,0.05
WS,5,0.02,0.05,0.05,random,78.0,,1.0,0.0,36.0,0.165,3473.0,0.353,7361.0,7008.0,160.0,196.0,0.05
WS,5,0.02,0.05,0.05,degree,,,0.0,0.0,13.0,0.043,737.0,0.108,2064.0,1956.0,38.0,155.0,0.05
WS,5,0.02,0.05,0.05,betweenness,,,0.0,0.0,11.0,0.017,229.0,0.04,756.0,716.0,12.0,66.0,0.05
WS,5,0.02,0.05,0.05,kcore,,,0.0,0.0,19.0,0.046,838.0,0.115,2012.0,1897.0,41.0,97.0,0.05
WS,5,0.02,0.05,0.05,collective_influence,,,0.0,0.0,24.0,0.067,1420.0,0.131,3259.0,3128.0,62.0,118.0,0.05
WS,5,0.02,0.05,0.05,community_bridge,,,0.0,0.0,16.0,0.066,1303.0,0.132,3249.0,3117.0,61.0,139.0,0.05
WS,5,0.05,0.05,0.05,random,26.0,57.0,1.0,1.0,260.0,0.89,18448.0,0.937,18179.0,17242.0,885.0,238.0,0.05
WS,5,0.05,0.05,0.05,degree,24.0,61.0,1.0,1.0,237.0,0.856,17663.0,0.924,16952.0,16028.0,851.0,283.0,0.05
WS,5,0.05,0.05,0.05,betweenness,29.0,86.0,1.0,1.0,191.0,0.874,17053.0,0.932,17573.0,16641.0,869.0,269.0,0.05
WS,5,0.05,0.05,0.05,kcore,31.0,79.0,1.0,1.0,244.0,0.857,17640.0,0.904,17780.0,16876.0,852.0,221.0,0.05
WS,5,0.05,0.05,0.05,collective_influence,47.0,118.0,1.0,1.0,135.0,0.804,16090.0,0.899,18231.0,17332.0,799.0,344.0,0.05
WS,5,0.05,0.05,0.05,community_bridge,27.0,74.0,1.0,1.0,177.0,0.902,17824.0,0.933,18036.0,17103.0,897.0,245.0,0.05
WS,5,0.15,0.05,0.05,random,9.0,18.0,1.0,1.0,605.0,0.949,19984.0,0.945,7161.0,6216.0,944.0,168.0,0.05
WS,5,0.15,0.05,0.05,degree,10.0,20.0,1.0,1.0,532.0,0.95,19191.0,0.945,7048.0,6103.0,945.0,169.0,0.05
WS,5,0.15,0.05,0.05,betweenness,9.0,19.0,1.0,1.0,541.0,0.95,19560.0,0.945,7123.0,6178.0,945.0,167.0,0.05
WS,5,0.15,0.05,0.05,kcore,8.0,19.0,1.0,1.0,489.0,0.949,19375.0,0.945,7210.0,6265.0,944.0,160.0,0.05
WS,5,0.15,0.05,0.05,collective_influence,12.0,23.0,1.0,1.0,526.0,0.949,19621.0,0.945,7178.0,6233.0,944.0,191.0,0.05
WS,5,0.15,0.05,0.05,community_bridge,10.0,21.0,1.0,1.0,569.0,0.95,19457.0,0.945,6862.0,5917.0,945.0,209.0,0.05
WS,6,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.021,435.0,0.066,1875.0,1809.0,16.0,141.0,0.05
WS,6,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.007,110.0,0.034,584.0,550.0,2.0,50.0,0.05
WS,6,0.01,0.05,0.05,betweenness,,,0.0,0.0,9.0,0.019,388.0,0.062,1383.0,1321.0,14.0,76.0,0.05
WS,6,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.021,571.0,0.059,1926.0,1867.0,16.0,216.0,0.05
WS,6,0.01,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.02,384.0,0.054,1308.0,1254.0,15.0,93.0,0.05
WS,6,0.01,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.017,336.0,0.052,1372.0,1320.0,12.0,74.0,0.05
WS,6,0.02,0.05,0.05,random,150.0,,1.0,0.0,24.0,0.318,6212.0,0.592,15096.0,14504.0,313.0,500.0,0.05
WS,6,0.02,0.05,0.05,degree,,,0.0,0.0,5.0,0.005,15.0,0.029,82.0,53.0,0.0,8.0,0.05
WS,6,0.02,0.05,0.05,betweenness,,,0.0,0.0,20.0,0.091,1849.0,0.175,3988.0,3813.0,86.0,313.0,0.05
WS,6,0.02,0.05,0.05,kcore,268.0,,1.0,0.0,21.0,0.101,2061.0,0.204,5063.0,4859.0,96.0,299.0,0.05
WS,6,0.02,0.05,0.05,collective_influence,,,0.0,0.0,19.0,0.079,1562.0,0.161,3606.0,3445.0,74.0,188.0,0.05
WS,6,0.02,0.05,0.05,community_bridge,,,0.0,0.0,13.0,0.06,1307.0,0.137,2887.0,2750.0,55.0,181.0,0.05
WS,6,0.05,0.05,0.05,random,22.0,55.0,1.0,1.0,284.0,0.911,17666.0,0.941,18852.0,17911.0,906.0,193.0,0.05
WS,6,0.05,0.05,0.05,degree,24.0,61.0,1.0,1.0,265.0,0.909,18914.0,0.943,18513.0,17570.0,904.0,194.0,0.05
WS,6,0.05,0.05,0.05,betweenness,24.0,51.0,1.0,1.0,286.0,0.901,18836.0,0.942,17806.0,16864.0,896.0,214.0,0.05
WS,6,0.05,0.05,0.05,kcore,53.0,107.0,1.0,1.0,177.0,0.84,16216.0,0.917,16599.0,15682.0,835.0,345.0,0.05
WS,6,0.05,0.05,0.05,collective_influence,46.0,100.0,1.0,1.0,183.0,0.892,17923.0,0.942,18142.0,17200.0,887.0,316.0,0.05
WS,6,0.05,0.05,0.05,community_bridge,28.0,73.0,1.0,1.0,184.0,0.892,17317.0,0.943,17471.0,16528.0,887.0,253.0,0.05
WS,6,0.15,0.05,0.05,random,8.0,17.0,1.0,1.0,573.0,0.949,19117.0,0.945,7119.0,6174.0,944.0,158.0,0.05
WS,6,0.15,0.05,0.05,degree,10.0,20.0,1.0,1.0,545.0,0.949,18461.0,0.945,7157.0,6212.0,944.0,150.0,0.05
WS,6,0.15,0.05,0.05,betweenness,11.0,21.0,1.0,1.0,556.0,0.95,18315.0,0.945,6853.0,5908.0,945.0,158.0,0.05
WS,6,0.15,0.05,0.05,kcore,14.0,24.0,1.0,1.0,527.0,0.949,17917.0,0.945,7002.0,6057.0,944.0,154.0,0.05
WS,6,0.15,0.05,0.05,collective_influence,8.0,18.0,1.0,1.0,534.0,0.947,18694.0,0.945,7005.0,6060.0,942.0,158.0,0.05
WS,6,0.15,0.05,0.05,community_bridge,9.0,19.0,1.0,1.0,562.0,0.946,17756.0,0.945,6961.0,6016.0,941.0,160.0,0.05
WS,8,0.01,0.05,0.05,random,,,0.0,0.0,14.0,0.034,875.0,0.091,3003.0,2912.0,29.0,138.0,0.05
WS,8,0.01,0.05,0.05,degree,,,0.0,0.0,17.0,0.035,853.0,0.087,2383.0,2296.0,30.0,139.0,0.05
WS,8,0.01,0.05,0.05,betweenness,,,0.0,0.0,8.0,0.015,311.0,0.048,1219.0,1171.0,10.0,89.0,0.05
WS,8,0.01,0.05,0.05,kcore,,,0.0,0.0,15.0,0.057,1445.0,0.133,3955.0,3822.0,52.0,285.0,0.05
WS,8,0.01,0.05,0.05,collective_influence,,,0.0,0.0,13.0,0.039,1024.0,0.092,3602.0,3510.0,34.0,194.0,0.05
WS,8,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.01,137.0,0.038,548.0,510.0,5.0,70.0,0.05
WS,8,0.02,0.05,0.05,random,,,0.0,0.0,9.0,0.028,541.0,0.075,1438.0,1363.0,23.0,199.0,0.05
WS,8,0.02,0.05,0.05,degree,82.0,,1.0,0.0,26.0,0.139,2707.0,0.275,6743.0,6468.0,134.0,309.0,0.05
WS,8,0.02,0.05,0.05,betweenness,,,0.0,0.0,15.0,0.097,1882.0,0.211,4566.0,4355.0,92.0,244.0,0.05
WS,8,0.02,0.05,0.05,kcore,,,0.0,0.0,15.0,0.07,1195.0,0.132,2823.0,2691.0,65.0,183.0,0.05
WS,8,0.02,0.05,0.05,collective_influence,,,0.0,0.0,15.0,0.044,758.0,0.084,1752.0,1668.0,39.0,142.0,0.05
WS,8,0.02,0.05,0.05,community_bridge,,,0.0,0.0,23.0,0.074,1515.0,0.159,3772.0,3613.0,69.0,172.0,0.05
WS,8,0.05,0.05,0.05,random,21.0,56.0,1.0,1.0,230.0,0.891,17517.0,0.939,18381.0,17442.0,886.0,197.0,0.05
WS,8,0.05,0.05,0.05,degree,31.0,73.0,1.0,1.0,189.0,0.792,15064.0,0.873,16345.0,15472.0,787.0,301.0,0.05
WS,8,0.05,0.05,0.05,betweenness,25.0,58.0,1.0,1.0,199.0,0.828,15496.0,0.899,16397.0,15498.0,823.0,206.0,0.05
WS,8,0.05,0.05,0.05,kcore,63.0,119.0,1.0,1.0,223.0,0.844,16753.0,0.923,16835.0,15912.0,839.0,302.0,0.05
WS,8,0.05,0.05,0.05,collective_influence,30.0,78.0,1.0,1.0,182.0,0.809,16107.0,0.898,15915.0,15017.0,804.0,242.0,0.05
WS,8,0.05,0.05,0.05,community_bridge,29.0,77.0,1.0,1.0,209.0,0.799,16275.0,0.883,17209.0,16326.0,794.0,251.0,0.05
WS,8,0.15,0.05,0.05,random,10.0,19.0,1.0,1.0,571.0,0.95,18946.0,0.945,6925.0,5980.0,945.0,148.0,0.05
WS,8,0.15,0.05,0.05,degree,10.0,21.0,1.0,1.0,558.0,0.95,19894.0,0.945,6889.0,5944.0,945.0,170.0,0.05
WS,8,0.15,0.05,0.05,betweenness,7.0,16.0,1.0,1.0,570.0,0.95,18584.0,0.945,6806.0,5861.0,945.0,144.0,0.05
WS,8,0.15,0.05,0.05,kcore,10.0,20.0,1.0,1.0,533.0,0.95,18625.0,0.945,6818.0,5873.0,945.0,149.0,0.05
WS,8,0.15,0.05,0.05,collective_influence,9.0,20.0,1.0,1.0,565.0,0.95,18514.0,0.945,6734.0,5789.0,945.0,187.0,0.05
WS,8,0.15,0.05,0.05,community_bridge,9.0,18.0,1.0,1.0,582.0,0.95,19486.0,0.945,6666.0,5721.0,945.0,168.0,0.05
WS,7,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.016,353.0,0.048,1382.0,1334.0,11.0,133.0,0.05
WS,7,0.01,0.05,0.05,degree,,,0.0,0.0,7.0,0.015,280.0,0.057,1256.0,1199.0,10.0,61.0,0.05
WS,7,0.01,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.023,450.0,0.063,1343.0,1280.0,18.0,138.0,0.05
WS,7,0.01,0.05,0.05,kcore,,,0.0,0.0,9.0,0.02,433.0,0.052,933.0,881.0,15.0,134.0,0.05
WS,7,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.009,130.0,0.036,593.0,557.0,4.0,52.0,0.05
WS,7,0.01,0.05,0.05,community_bridge,,,0.0,0.0,10.0,0.04,827.0,0.088,2228.0,2140.0,35.0,155.0,0.05
WS,7,0.02,0.05,0.05,random,144.0,,1.0,0.0,17.0,0.12,2429.0,0.252,5716.0,5464.0,115.0,280.0,0.05
WS,7,0.02,0.05,0.05,degree,,,0.0,0.0,16.0,0.035,595.0,0.083,1902.0,1819.0,30.0,79.0,0.05
WS,7,0.02,0.05,0.05,betweenness,,,0.0,0.0,24.0,0.097,1799.0,0.212,3939.0,3727.0,92.0,167.0,0.05
WS,7,0.02,0.05,0.05,kcore,90.0,,1.0,0.0,35.0,0.191,3978.0,0.366,9054.0,8688.0,186.0,245.0,0.05
WS,7,0.02,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.015,160.0,0.055,735.0,680.0,10.0,52.0,0.05
WS,7,0.02,0.05,0.05,community_bridge,158.0,,1.0,0.0,23.0,0.108,2467.0,0.198,4954.0,4756.0,103.0,242.0,0.05
WS,7,0.05,0.05,0.05,random,30.0,67.0,1.0,1.0,219.0,0.915,18183.0,0.943,18159.0,17216.0,910.0,256.0,0.05
WS,7,0.05,0.05,0.05,degree,24.0,62.0,1.0,1.0,223.0,0.822,16413.0,0.908,16983.0,16075.0,817.0,238.0,0.05
WS,7,0.05,0.05,0.05,betweenness,26.0,62.0,1.0,1.0,211.0,0.836,16665.0,0.9,16728.0,15828.0,831.0,206.0,0.05
WS,7,0.05,0.05,0.05,kcore,39.0,87.0,1.0,1.0,195.0,0.863,16472.0,0.926,18616.0,17690.0,858.0,288.0,0.05
WS,7,0.05,0.05,0.05,collective_influence,27.0,73.0,1.0,1.0,221.0,0.861,17591.0,0.92,17142.0,16222.0,856.0,207.0,0.05
WS,7,0.05,0.05,0.05,community_bridge,27.0,67.0,1.0,1.0,205.0,0.888,18193.0,0.935,17611.0,16676.0,883.0,245.0,0.05
WS,7,0.15,0.05,0.05,random,7.0,15.0,1.0,1.0,589.0,0.95,18066.0,0.945,6921.0,5976.0,945.0,153.0,0.05
WS,7,0.15,0.05,0.05,degree,9.0,19.0,1.0,1.0,553.0,0.944,18769.0,0.945,6882.0,5937.0,939.0,166.0,0.05
WS,7,0.15,0.05,0.05,betweenness,8.0,19.0,1.0,1.0,531.0,0.95,18679.0,0.945,7285.0,6340.0,945.0,160.0,0.05
WS,7,0.15,0.05,0.05,kcore,9.0,20.0,1.0,1.0,544.0,0.949,19159.0,0.945,7074.0,6129.0,944.0,185.0,0.05
WS,7,0.15,0.05,0.05,collective_influence,12.0,25.0,1.0,1.0,523.0,0.95,19366.0,0.945,7050.0,6105.0,945.0,160.0,0.05
WS,7,0.15,0.05,0.05,community_bridge,9.0,20.0,1.0,1.0,543.0,0.95,18286.0,0.945,6948.0,6003.0,945.0,157.0,0.05
WS,9,0.01,0.05,0.05,random,,,0.0,0.0,10.0,0.028,578.0,0.082,2284.0,2202.0,23.0,99.0,0.05
WS,9,0.01,0.05,0.05,degree,,,0.0,0.0,8.0,0.031,641.0,0.08,2244.0,2164.0,26.0,137.0,0.05
WS,9,0.01,0.05,0.05,betweenness,,,0.0,0.0,11.0,0.041,1010.0,0.099,3256.0,3157.0,36.0,238.0,0.05
WS,9,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.012,199.0,0.042,849.0,807.0,7.0,55.0,0.05
WS,9,0.01,0.05,0.05,collective_influence,,,0.0,0.0,9.0,0.022,569.0,0.053,1713.0,1660.0,17.0,202.0,0.05
WS,9,0.01,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.021,324.0,0.049,1076.0,1027.0,16.0,94.0,0.05
WS,9,0.02,0.05,0.05,random,290.0,,1.0,0.0,19.0,0.116,2345.0,0.245,6111.0,5866.0,111.0,380.0,0.05
WS,9,0.02,0.05,0.05,degree,,,0.0,0.0,6.0,0.007,63.0,0.033,321.0,288.0,2.0,25.0,0.05
WS,9,0.02,0.05,0.05,betweenness,159.0,,1.0,0.0,18.0,0.131,2746.0,0.26,5975.0,5715.0,126.0,304.0,0.05
WS,9,0.02,0.05,0.05,kcore,,,0.0,0.0,20.0,0.077,1665.0,0.157,3829.0,3672.0,72.0,192.0,0.05
WS,9,0.02,0.05,0.05,collective_influence,,,0.0,0.0,17.0,0.032,510.0,0.079,1257.0,1178.0,27.0,98.0,0.05
WS,9,0.02,0.05,0.05,community_bridge,,,0.0,0.0,17.0,0.096,1932.0,0.202,4112.0,3910.0,91.0,293.0,0.05
WS,9,0.05,0.05,0.05,random,23.0,55.0,1.0,1.0,241.0,0.888,17465.0,0.931,18100.0,17169.0,883.0,274.0,0.05
WS,9,0.05,0.05,0.05,degree,19.0,61.0,1.0,1.0,227.0,0.888,18370.0,0.926,18176.0,17250.0,883.0,206.0,0.05
WS,9,0.05,0.05,0.05,betweenness,30.0,71.0,1.0,1.0,225.0,0.911,19393.0,0.941,18427.0,17486.0,906.0,302.0,0.05
WS,9,0.05,0.05,0.05,kcore,30.0,81.0,1.0,1.0,192.0,0.891,18119.0,0.936,18464.0,17528.0,886.0,225.0,0.05
WS,9,0.05,0.05,0.05,collective_influence,47.0,105.0,1.0,1.0,186.0,0.843,17165.0,0.918,17919.0,17001.0,838.0,297.0,0.05
WS,9,0.05,0.05,0.05,community_bridge,41.0,104.0,1.0,1.0,170.0,0.888,17642.0,0.936,18274.0,17338.0,883.0,269.0,0.05
WS,9,0.15,0.05,0.05,random,8.0,19.0,1.0,1.0,570.0,0.95,21221.0,0.945,7411.0,6466.0,945.0,159.0,0.05
WS,9,0.15,0.05,0.05,degree,10.0,21.0,1.0,1.0,555.0,0.95,18068.0,0.945,7152.0,6207.0,945.0,144.0,0.05
WS,9,0.15,0.05,0.05,betweenness,10.0,20.0,1.0,1.0,556.0,0.946,19548.0,0.944,7064.0,6120.0,941.0,175.0,0.05
WS,9,0.15,0.05,0.05,kcore,12.0,22.0,1.0,1.0,507.0,0.948,18686.0,0.945,7057.0,6112.0,943.0,158.0,0.05
WS,9,0.15,0.05,0.05,collective_influence,11.0,20.0,1.0,1.0,543.0,0.95,18613.0,0.945,6688.0,5743.0,945.0,200.0,0.05
WS,9,0.15,0.05,0.05,community_bridge,8.0,18.0,1.0,1.0,582.0,0.95,19272.0,0.945,6893.0,5948.0,945.0,205.0,0.05
WS,10,0.01,0.05,0.05,random,,,0.0,0.0,12.0,0.019,378.0,0.055,1275.0,1220.0,14.0,88.0,0.05
WS,10,0.01,0.05,0.05,degree,,,0.0,0.0,9.0,0.014,260.0,0.047,1054.0,1007.0,9.0,73.0,0.05
WS,10,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.011,192.0,0.041,941.0,900.0,6.0,69.0,0.05
WS,10,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.009,104.0,0.037,547.0,510.0,4.0,35.0,0.05
WS,10,0.01,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.012,344.0,0.044,1155.0,1111.0,7.0,154.0,0.05
WS,10,0.01,0.05,0.05,community_bridge,,,0.0,0.0,9.0,0.021,428.0,0.055,1490.0,1435.0,16.0,88.0,0.05
WS,10,0.02,0.05,0.05,random,78.0,,1.0,0.0,32.0,0.145,2986.0,0.302,7380.0,7078.0,140.0,224.0,0.05
WS,10,0.02,0.05,0.05,degree,,,0.0,0.0,14.0,0.047,920.0,0.11,2185.0,2075.0,42.0,113.0,0.05
WS,10,0.02,0.05,0.05,betweenness,132.0,,1.0,0.0,28.0,0.246,5347.0,0.404,10387.0,9983.0,241.0,418.0,0.05
WS,10,0.02,0.05,0.05,kcore,,,0.0,0.0,16.0,0.038,748.0,0.08,1421.0,1341.0,33.0,116.0,0.05
WS,10,0.02,0.05,0.05,collective_influence,,,0.0,0.0,18.0,0.041,647.0,0.086,1664.0,1578.0,36.0,68.0,0.05
WS,10,0.02,0.05,0.05,community_bridge,,,0.0,0.0,11.0,0.035,603.0,0.078,1551.0,1473.0,30.0,127.0,0.05
WS,10,0.05,0.05,0.05,random,21.0,58.0,1.0,1.0,279.0,0.914,18290.0,0.945,19046.0,18101.0,909.0,213.0,0.05
WS,10,0.05,0.05,0.05,degree,23.0,88.0,1.0,1.0,119.0,0.815,15370.0,0.915,16629.0,15714.0,810.0,285.0,0.05
WS,10,0.05,0.05,0.05,betweenness,26.0,74.0,1.0,1.0,219.0,0.845,18061.0,0.914,19034.0,18120.0,840.0,261.0,0.05
WS,10,0.05,0.05,0.05,kcore,27.0,83.0,1.0,1.0,164.0,0.831,17021.0,0.894,18040.0,17146.0,826.0,291.0,0.05
WS,10,0.05,0.05,0.05,collective_influence,27.0,68.0,1.0,1.0,224.0,0.882,18091.0,0.934,17931.0,16997.0,877.0,249.0,0.05
WS,10,0.05,0.05,0.05,community_bridge,29.0,73.0,1.0,1.0,195.0,0.884,18113.0,0.93,17751.0,16821.0,879.0,241.0,0.05
WS,10,0.15,0.05,0.05,random,8.0,16.0,1.0,1.0,582.0,0.948,18342.0,0.945,6802.0,5857.0,943.0,155.0,0.05
WS,10,0.15,0.05,0.05,degree,9.0,20.0,1.0,1.0,547.0,0.95,19519.0,0.945,7164.0,6219.0,945.0,162.0,0.05
WS,10,0.15,0.05,0.05,betweenness,8.0,18.0,1.0,1.0,500.0,0.95,18186.0,0.945,6905.0,5960.0,945.0,146.0,0.05
WS,10,0.15,0.05,0.05,kcore,8.0,20.0,1.0,1.0,515.0,0.944,18602.0,0.945,7043.0,6098.0,939.0,128.0,0.05
WS,10,0.15,0.05,0.05,collective_influence,10.0,21.0,1.0,1.0,535.0,0.95,19832.0,0.945,7061.0,6116.0,945.0,252.0,0.05
WS,10,0.15,0.05,0.05,community_bridge,8.0,17.0,1.0,1.0,597.0,0.948,19646.0,0.945,6760.0,5815.0,943.0,139.0,0.05
WS,11,0.01,0.05,0.05,random,,,0.0,0.0,7.0,0.014,331.0,0.049,1419.0,1370.0,9.0,126.0,0.05
WS,11,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.006,55.0,0.032,285.0,253.0,1.0,20.0,0.05
