topology,trial,family,beta,gamma,initial_spreaders,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
BA,17,beta_gamma,0.05,0.05,5,13.0,21.0,1.0,1.0,508.0,0.948,19247.0,0.995,18844.0,17849.0,943.0,187.0,0.0
BA,17,beta_gamma,0.05,0.1,5,11.0,21.0,1.0,1.0,314.0,0.819,8026.0,0.995,16392.0,15397.0,814.0,106.0,0.0
BA,17,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,727.0,0.996,19687.0,0.995,7625.0,6630.0,991.0,122.0,0.0
BA,17,beta_gamma,0.15,0.1,5,7.0,9.0,1.0,1.0,585.0,0.979,9889.0,0.995,7202.0,6207.0,974.0,83.0,0.0
BA,17,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,756.0,0.993,20631.0,0.999,7459.0,6460.0,992.0,128.0,0.0
BA,17,seed_count,0.15,0.05,5,5.0,7.0,1.0,1.0,730.0,0.999,19241.0,0.995,7441.0,6446.0,994.0,151.0,0.0
BA,17,seed_count,0.15,0.05,10,4.0,7.0,1.0,1.0,788.0,0.997,19922.0,0.99,7307.0,6317.0,987.0,138.0,0.0
BA,19,beta_gamma,0.005,0.05,5,,,0.0,0.0,6.0,0.009,137.0,0.032,419.0,387.0,4.0,43.0,0.0
BA,19,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,66.0,0.018,255.0,237.0,0.0,24.0,0.0
BA,19,beta_gamma,0.01,0.05,5,79.0,,1.0,0.0,45.0,0.301,6142.0,0.894,29798.0,28904.0,296.0,299.0,0.0
BA,19,beta_gamma,0.01,0.1,5,,,0.0,0.0,6.0,0.01,86.0,0.053,506.0,453.0,5.0,36.0,0.0
BA,19,beta_gamma,0.02,0.05,5,24.0,60.0,1.0,1.0,202.0,0.684,13262.0,0.994,34875.0,33881.0,679.0,202.0,0.0
BA,19,beta_gamma,0.02,0.1,5,51.0,,1.0,0.0,35.0,0.314,2904.0,0.942,15308.0,14366.0,309.0,172.0,0.0
BA,19,beta_gamma,0.05,0.05,5,6.0,16.0,1.0,1.0,448.0,0.932,18508.0,0.995,19641.0,18646.0,927.0,157.0,0.0
BA,19,beta_gamma,0.05,0.1,5,19.0,30.0,1.0,1.0,270.0,0.756,7669.0,0.994,15391.0,14397.0,751.0,118.0,0.0
BA,19,beta_gamma,0.15,0.05,5,5.0,8.0,1.0,1.0,728.0,0.994,18916.0,0.995,7508.0,6513.0,989.0,152.0,0.0
BA,19,beta_gamma,0.15,0.1,5,4.0,8.0,1.0,1.0,578.0,0.965,9431.0,0.995,7229.0,6234.0,960.0,97.0,0.0
BA,19,seed_count,0.15,0.05,1,7.0,10.0,1.0,1.0,726.0,0.996,19939.0,0.999,7287.0,6288.0,995.0,166.0,0.0
BA,19,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,714.0,0.993,19714.0,0.995,7562.0,6567.0,988.0,144.0,0.0
BA,19,seed_count,0.15,0.05,10,3.0,6.0,1.0,1.0,746.0,0.994,19665.0,0.99,7271.0,6281.0,984.0,179.0,0.0
BA,18,beta_gamma,0.005,0.05,5,,,0.0,0.0,7.0,0.013,212.0,0.116,2132.0,2016.0,8.0,78.0,0.0
BA,18,beta_gamma,0.005,0.1,5,,,0.0,0.0,16.0,0.048,626.0,0.407,8520.0,8113.0,43.0,89.0,0.0
BA,18,beta_gamma,0.01,0.05,5,71.0,,1.0,0.0,44.0,0.304,6027.0,0.911,29849.0,28938.0,299.0,261.0,0.0
BA,18,beta_gamma,0.01,0.1,5,50.0,,1.0,0.0,37.0,0.105,1183.0,0.63,9441.0,8811.0,100.0,79.0,0.0
BA,18,beta_gamma,0.02,0.05,5,32.0,72.0,1.0,1.0,188.0,0.629,11974.0,0.99,30988.0,29998.0,624.0,206.0,0.0
BA,18,beta_gamma,0.02,0.1,5,50.0,,1.0,0.0,67.0,0.336,3197.0,0.924,16234.0,15310.0,331.0,161.0,0.0
BA,18,beta_gamma,0.05,0.05,5,6.0,16.0,1.0,1.0,481.0,0.922,18895.0,0.995,20147.0,19152.0,917.0,209.0,0.0
BA,18,beta_gamma,0.05,0.1,5,13.0,27.0,1.0,1.0,261.0,0.791,8429.0,0.994,15722.0,14728.0,786.0,149.0,0.0
BA,18,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,734.0,0.989,19232.0,0.995,7368.0,6373.0,984.0,125.0,0.0
BA,18,beta_gamma,0.15,0.1,5,6.0,9.0,1.0,1.0,590.0,0.98,9407.0,0.995,7394.0,6399.0,975.0,69.0,0.0
BA,18,seed_count,0.15,0.05,1,9.0,12.0,1.0,1.0,734.0,0.995,19423.0,0.999,7761.0,6762.0,994.0,143.0,0.0
BA,18,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,745.0,0.995,18667.0,0.995,7258.0,6263.0,990.0,130.0,0.0
BA,18,seed_count,0.15,0.05,10,5.0,8.0,1.0,1.0,762.0,0.999,20178.0,0.99,7316.0,6326.0,989.0,178.0,0.0
