topology,trial,strategy,fraction,remaining_nodes,remaining_edges,components_after,lcc_fraction_original_n,incident_edges_blocked,incident_edge_fraction,cross_community_edges_blocked,approx_mean_path_after,protected_mean_degree
BA,11,community_bridge,0.05,950,1669,17,0.933,1322,0.44199264460046805,821,4.1947368421052635,28.9
BA,11,community_bridge,0.1,900,1218,48,0.847,1773,0.5927783350050151,1089,6.184210526315789,20.34
BA,11,degree,0.01,990,2411,1,0.99,580,0.19391507856904044,352,2.789473684210526,59.7
BA,11,degree,0.05,950,1667,21,0.929,1324,0.4426613172851889,811,4.257894736842105,29.02
BA,11,degree,0.1,900,1219,48,0.848,1772,0.5924439986626546,1065,6.068421052631579,20.49
BA,11,eigenvector,0.01,990,2464,1,0.99,527,0.1761952524239385,319,2.857894736842105,55.1
BA,11,eigenvector,0.05,950,1855,8,0.943,1136,0.379806084921431,689,4.078947368421052,25.4
BA,11,eigenvector,0.1,900,1550,19,0.88,1441,0.4817786693413574,845,4.121052631578947,17.07
BA,11,kcore,0.01,990,2411,1,0.99,580,0.19391507856904044,352,2.789473684210526,59.7
BA,11,kcore,0.05,950,1667,21,0.929,1324,0.4426613172851889,811,4.257894736842105,29.02
BA,11,kcore,0.1,900,1219,48,0.848,1772,0.5924439986626546,1065,6.068421052631579,20.49
BA,11,pagerank,0.01,990,2411,1,0.99,580,0.19391507856904044,352,2.789473684210526,59.7
BA,11,pagerank,0.05,950,1667,21,0.929,1324,0.4426613172851889,811,4.257894736842105,29.02
BA,11,pagerank,0.1,900,1206,48,0.848,1785,0.59679037111334,1079,5.7368421052631575,20.49
BA,11,random,0.01,990,2941,1,0.99,50,0.01671681711802073,23,1.8263157894736841,5.0
BA,11,random,0.05,950,2742,1,0.95,249,0.08324974924774323,107,1.8263157894736841,5.14
BA,11,random,0.1,900,2466,2,0.899,525,0.17552657973921765,246,1.8789473684210527,5.55
BA,12,betweenness,0.01,990,2484,2,0.989,507,0.16950852557673018,300,2.663157894736842,52.8
BA,12,betweenness,0.05,950,1720,14,0.937,1271,0.42494149114008695,779,4.231578947368421,28.06
BA,12,betweenness,0.1,900,1302,50,0.847,1689,0.5646940822467402,1015,5.405263157894737,19.51
BA,12,collective_influence,0.01,990,2477,2,0.989,514,0.1718488799732531,307,2.705263157894737,53.6
BA,12,collective_influence,0.05,950,1687,16,0.934,1304,0.4359745904379806,802,4.7631578947368425,28.78
BA,12,collective_influence,0.1,900,1221,52,0.841,1770,0.5917753259779338,1074,6.273684210526316,20.49
BA,12,community_bridge,0.01,990,2478,2,0.989,513,0.1715145436308927,309,2.6842105263157894,53.5
BA,12,community_bridge,0.05,950,1683,15,0.935,1308,0.4373119358074223,818,4.621052631578947,28.82
BA,12,community_bridge,0.1,900,1206,51,0.845,1785,0.59679037111334,1107,6.568421052631579,20.52
BA,12,degree,0.01,990,2477,2,0.989,514,0.1718488799732531,307,2.705263157894737,53.6
BA,12,degree,0.05,950,1676,16,0.934,1315,0.4396522902039452,814,4.521052631578947,28.96
BA,12,degree,0.1,900,1197,52,0.844,1794,0.5997993981945837,1091,6.426315789473684,20.67
BA,12,eigenvector,0.01,990,2477,2,0.989,514,0.1718488799732531,307,2.705263157894737,53.6
BA,12,eigenvector,0.05,950,1790,13,0.938,1201,0.4015379471748579,740,3.8526315789473684,26.78
BA,12,eigenvector,0.1,900,1451,33,0.867,1540,0.5148779672350384,933,5.005263157894737,18.22
BA,12,kcore,0.01,990,2477,2,0.989,514,0.1718488799732531,307,2.705263157894737,53.6
BA,12,kcore,0.05,950,1676,16,0.934,1315,0.4396522902039452,814,4.521052631578947,28.96
BA,12,kcore,0.1,900,1197,52,0.844,1794,0.5997993981945837,1091,6.426315789473684,20.67
BA,12,pagerank,0.01,990,2477,2,0.989,514,0.1718488799732531,307,2.705263157894737,53.6
BA,12,pagerank,0.05,950,1674,16,0.934,1317,0.440320962888666,813,4.389473684210526,28.96
BA,12,pagerank,0.1,900,1196,53,0.843,1795,0.6001337345369442,1092,6.594736842105263,20.66
BA,12,random,0.01,990,2919,1,0.99,72,0.024072216649949848,38,1.8210526315789475,7.3
BA,12,random,0.05,950,2671,1,0.95,320,0.10698762955533267,169,1.8210526315789475,6.62
BA,12,random,0.1,900,2421,1,0.9,570,0.1905717151454363,288,1.8210526315789475,6.06
BA,13,betweenness,0.01,990,2443,1,0.99,548,0.18321631561350718,345,3.026315789473684,56.8
BA,13,betweenness,0.05,950,1689,20,0.931,1302,0.4353059177532598,806,4.594736842105263,28.62
BA,13,betweenness,0.1,900,1288,49,0.847,1703,0.569374791039786,1010,5.578947368421052,19.58
BA,13,collective_influence,0.01,990,2432,1,0.99,559,0.18689401537947176,349,3.0,58.0
BA,13,collective_influence,0.05,950,1667,20,0.931,1324,0.4426613172851889,812,4.836842105263158,29.2
BA,13,collective_influence,0.1,900,1199,66,0.83,1792,0.5991307255098629,1060,6.057894736842106,20.69
BA,13,community_bridge,0.01,990,2431,2,0.989,560,0.18722835172183216,353,3.0210526315789474,57.9
BA,13,community_bridge,0.05,950,1661,23,0.928,1330,0.4446673353393514,835,4.557894736842106,29.14
BA,13,community_bridge,0.1,900,1194,57,0.837,1797,0.600802407221665,1095,5.957894736842105,20.59
BA,13,degree,0.01,990,2432,1,0.99,559,0.18689401537947176,349,3.0,58.0
BA,13,degree,0.05,950,1652,25,0.926,1339,0.4476763624205951,823,4.6947368421052635,29.4
BA,13,degree,0.1,900,1178,61,0.835,1813,0.6061517886994316,1066,6.6,20.87
BA,13,eigenvector,0.01,990,2438,1,0.99,553,0.18488799732530925,346,3.0210526315789474,57.5
BA,13,eigenvector,0.05,950,1794,16,0.935,1197,0.4002006018054162,749,4.068421052631579,26.72
BA,13,eigenvector,0.1,900,1478,31,0.868,1513,0.5058508859913072,893,4.6,17.91
BA,13,kcore,0.01,990,2432,1,0.99,559,0.18689401537947176,349,3.0,58.0
BA,13,kcore,0.05,950,1652,25,0.926,1339,0.4476763624205951,823,4.6947368421052635,29.4
BA,13,kcore,0.1,900,1178,61,0.835,1813,0.6061517886994316,1066,6.6,20.87
BA,13,pagerank,0.01,990,2432,1,0.99,559,0.18689401537947176,349,3.0,58.0
BA,13,pagerank,0.05,950,1645,25,0.926,1346,0.450016716817118,821,4.578947368421052,29.4
BA,13,pagerank,0.1,900,1164,61,0.833,1827,0.6108324974924775,1078,6.094736842105263,20.87
BA,13,random,0.01,990,2927,1,0.99,64,0.021397525911066532,35,1.8105263157894738,6.4
BA,13,random,0.05,950,2726,1,0.95,265,0.08859913072550986,130,1.8105263157894738,5.4
BA,13,random,0.1,900,2492,2,0.899,499,0.16683383483784686,229,1.8105263157894738,5.17
BA,14,betweenness,0.01,990,2435,2,0.989,556,0.1858910063523905,349,2.7578947368421054,57.5
BA,14,betweenness,0.05,950,1717,12,0.938,1274,0.42594450016716817,785,4.042105263157895,28.1
BA,14,betweenness,0.1,900,1336,40,0.856,1655,0.5533266466064861,979,4.421052631578948,19.18
BA,14,collective_influence,0.01,990,2421,2,0.989,570,0.1905717151454363,354,2.8210526315789473,59.1
BA,14,collective_influence,0.05,950,1685,22,0.928,1306,0.43664326312270146,802,4.326315789473684,28.88
BA,14,collective_influence,0.1,900,1242,58,0.835,1749,0.5847542627883651,1039,6.205263157894737,20.25
BA,14,community_bridge,0.01,990,2428,2,0.989,563,0.18823136074891342,372,2.6157894736842104,57.8
BA,14,community_bridge,0.05,950,1678,21,0.929,1313,0.4389836175192243,815,4.38421052631579,28.92
BA,14,community_bridge,0.1,900,1216,49,0.847,1775,0.5934470076897359,1087,6.431578947368421,20.4
BA,14,degree,0.01,990,2418,2,0.989,573,0.19157472417251756,352,2.8210526315789473,59.2
BA,14,degree,0.05,950,1670,21,0.929,1321,0.44165830825810765,814,4.405263157894737,29.06
BA,14,degree,0.1,900,1205,55,0.837,1786,0.5971247074557005,1072,6.531578947368421,20.55
BA,14,eigenvector,0.01,990,2432,2,0.989,559,0.18689401537947176,340,2.863157894736842,58.0
BA,14,eigenvector,0.05,950,1883,13,0.938,1108,0.3704446673353394,665,3.526315789473684,24.8
BA,14,eigenvector,0.1,900,1656,20,0.88,1335,0.4463390170511535,766,3.642105263157895,15.85
BA,14,kcore,0.01,990,2418,2,0.989,573,0.19157472417251756,352,2.8210526315789473,59.2
BA,14,kcore,0.05,950,1670,21,0.929,1321,0.44165830825810765,814,4.405263157894737,29.06
BA,14,kcore,0.1,900,1205,55,0.837,1786,0.5971247074557005,1072,6.531578947368421,20.55
BA,14,pagerank,0.01,990,2418,2,0.989,573,0.19157472417251756,352,2.8210526315789473,59.2
BA,14,pagerank,0.05,950,1670,21,0.929,1321,0.44165830825810765,814,4.405263157894737,29.06
BA,14,pagerank,0.1,900,1197,53,0.841,1794,0.5997993981945837,1081,5.942105263157894,20.55
BA,14,random,0.01,990,2920,1,0.99,71,0.023737880307589436,43,1.8105263157894738,7.2
BA,14,random,0.05,950,2717,1,0.95,274,0.09160815780675359,146,1.7947368421052632,5.6
BA,14,random,0.1,900,2470,1,0.9,521,0.17418923436977599,266,1.7947368421052632,5.45
BA,15,betweenness,0.01,990,2429,1,0.99,562,0.18789702440655298,345,2.9263157894736844,58.0
BA,15,betweenness,0.05,950,1732,9,0.942,1259,0.42092945503176193,794,4.363157894736842,27.72
BA,15,betweenness,0.1,900,1307,33,0.866,1684,0.5630224005349381,1028,5.331578947368421,19.41
BA,15,collective_influence,0.01,990,2425,1,0.99,566,0.18923436977599464,352,2.873684210526316,58.3
BA,15,collective_influence,0.05,950,1705,14,0.937,1286,0.42995653627549313,813,4.3,28.36
BA,15,collective_influence,0.1,900,1253,39,0.86,1738,0.5810765630224005,1064,5.768421052631579,20.17
BA,15,community_bridge,0.01,990,2430,1,0.99,561,0.18756268806419257,354,2.789473684210526,57.7
BA,15,community_bridge,0.05,950,1697,11,0.94,1294,0.43263122701437645,831,4.331578947368421,28.36
BA,15,community_bridge,0.1,900,1215,49,0.848,1776,0.5937813440320963,1101,5.8578947368421055,20.4
BA,15,degree,0.01,990,2425,1,0.99,566,0.18923436977599464,352,2.873684210526316,58.3
BA,15,degree,0.05,950,1672,13,0.938,1319,0.44098963557338683,829,4.426315789473684,28.78
BA,15,degree,0.1,900,1209,52,0.843,1782,0.5957873620862588,1092,5.863157894736842,20.48
BA,15,eigenvector,0.01,990,2433,1,0.99,558,0.18655967903711135,341,2.9789473684210526,57.7
BA,15,eigenvector,0.05,950,1840,8,0.943,1151,0.38482113005683716,724,3.4789473684210526,25.78
BA,15,eigenvector,0.1,900,1519,17,0.881,1472,0.49214309595453026,915,4.473684210526316,17.45
BA,15,kcore,0.01,990,2425,1,0.99,566,0.18923436977599464,352,2.873684210526316,58.3
BA,15,kcore,0.05,950,1672,13,0.938,1319,0.44098963557338683,829,4.426315789473684,28.78
BA,15,kcore,0.1,900,1209,52,0.843,1782,0.5957873620862588,1092,5.863157894736842,20.48
BA,15,pagerank,0.01,990,2425,1,0.99,566,0.18923436977599464,352,2.873684210526316,58.3
BA,15,pagerank,0.05,950,1671,13,0.938,1320,0.44132397191574724,829,4.41578947368421,28.76
BA,15,pagerank,0.1,900,1204,51,0.844,1787,0.5974590437980608,1094,6.005263157894737,20.48
BA,15,random,0.01,990,2949,1,0.99,42,0.014042126379137413,18,1.768421052631579,4.2
BA,15,random,0.05,950,2729,1,0.95,262,0.08759612169842862,123,1.768421052631579,5.36
BA,15,random,0.1,900,2438,1,0.9,553,0.18488799732530925,281,1.7894736842105263,5.81
BA,16,betweenness,0.01,990,2505,2,0.989,486,0.1624874623871615,275,2.4894736842105263,50.6
BA,16,betweenness,0.05,950,1747,14,0.936,1244,0.41591440989635575,714,3.8842105263157896,27.36
BA,16,betweenness,0.1,900,1346,34,0.862,1645,0.549983283182882,930,4.110526315789474,19.12
BA,16,collective_influence,0.01,990,2503,2,0.989,488,0.1631561350718823,267,2.5526315789473686,50.8
BA,16,collective_influence,0.05,950,1738,13,0.937,1253,0.4189234369775995,717,4.205263157894737,27.78
BA,16,collective_influence,0.1,900,1278,46,0.851,1713,0.5727181544633901,977,5.563157894736842,19.88
BA,16,community_bridge,0.01,990,2509,1,0.99,482,0.16115011701771983,290,2.373684210526316,49.0
BA,16,community_bridge,0.05,950,1710,18,0.932,1281,0.4282848545636911,752,4.189473684210526,28.12
BA,16,community_bridge,0.1,900,1257,47,0.846,1734,0.5797392176529589,1011,5.336842105263158,19.9
BA,16,degree,0.01,990,2500,2,0.989,491,0.16415914409896357,272,2.4894736842105263,50.9
BA,16,degree,0.05,950,1700,17,0.934,1291,0.4316282179872952,745,4.321052631578947,28.32
BA,16,degree,0.1,900,1241,53,0.841,1750,0.5850885991307255,993,5.868421052631579,20.15
BA,16,eigenvector,0.01,990,2519,2,0.989,472,0.15780675359411567,254,2.557894736842105,49.4
BA,16,eigenvector,0.05,950,1894,7,0.944,1097,0.36676696756937477,622,3.568421052631579,24.54
BA,16,eigenvector,0.1,900,1645,11,0.89,1346,0.450016716817118,736,3.7263157894736842,16.01
BA,16,kcore,0.01,990,2500,2,0.989,491,0.16415914409896357,272,2.4894736842105263,50.9
BA,16,kcore,0.05,950,1700,17,0.934,1291,0.4316282179872952,745,4.321052631578947,28.32
BA,16,kcore,0.1,900,1241,53,0.841,1750,0.5850885991307255,993,5.868421052631579,20.15
BA,16,pagerank,0.01,990,2496,2,0.989,495,0.16549648946840523,275,2.3684210526315788,50.9
BA,16,pagerank,0.05,950,1700,17,0.934,1291,0.4316282179872952,745,4.321052631578947,28.32
BA,16,pagerank,0.1,900,1238,51,0.843,1753,0.5860916081578067,995,5.61578947368421,20.15
BA,16,random,0.01,990,2938,1,0.99,53,0.017719826145101973,25,1.8,5.3
BA,16,random,0.05,950,2751,1,0.95,240,0.0802407221664995,109,1.831578947368421,4.94
BA,16,random,0.1,900,2407,1,0.9,584,0.1952524239384821,281,2.0473684210526315,6.13
BA,17,betweenness,0.01,990,2435,3,0.988,556,0.1858910063523905,376,2.710526315789474,57.2
BA,17,betweenness,0.05,950,1749,12,0.939,1242,0.4152457372116349,780,4.036842105263158,27.38
BA,17,betweenness,0.1,900,1362,35,0.86,1629,0.5446339017051154,990,4.910526315789474,18.96
BA,17,collective_influence,0.01,990,2413,3,0.988,578,0.19324640588431963,382,2.9105263157894736,59.5
BA,17,collective_influence,0.05,950,1709,13,0.937,1282,0.4286191909060515,795,4.505263157894737,28.24
BA,17,collective_influence,0.1,900,1270,45,0.848,1721,0.5753928452022735,1055,5.531578947368421,19.98
BA,17,community_bridge,0.01,990,2422,3,0.988,569,0.1902373788030759,387,2.8526315789473684,58.4
BA,17,community_bridge,0.05,950,1699,13,0.937,1292,0.43196255432965563,834,4.61578947368421,28.3
BA,17,community_bridge,0.1,900,1256,47,0.847,1735,0.5800735539953193,1085,5.705263157894737,19.95
BA,17,degree,0.01,990,2413,3,0.988,578,0.19324640588431963,382,2.9105263157894736,59.5
BA,17,degree,0.05,950,1691,14,0.935,1300,0.43463724506853896,824,4.631578947368421,28.48
BA,17,degree,0.1,900,1230,51,0.844,1761,0.5887662988966901,1072,5.947368421052632,20.26
BA,17,eigenvector,0.01,990,2437,2,0.989,554,0.1852223336676697,357,2.789473684210526,57.5
BA,17,eigenvector,0.05,950,1857,5,0.946,1134,0.3791374122367101,710,3.8421052631578947,25.42
BA,17,eigenvector,0.1,900,1529,21,0.876,1462,0.4887997325309261,882,4.08421052631579,17.41
BA,17,kcore,0.01,990,2413,3,0.988,578,0.19324640588431963,382,2.9105263157894736,59.5
BA,17,kcore,0.05,950,1691,14,0.935,1300,0.43463724506853896,824,4.631578947368421,28.48
BA,17,kcore,0.1,900,1230,51,0.844,1761,0.5887662988966901,1072,5.947368421052632,20.26
BA,17,pagerank,0.01,990,2413,3,0.988,578,0.19324640588431963,382,2.9105263157894736,59.5
BA,17,pagerank,0.05,950,1689,15,0.933,1302,0.4353059177532598,828,4.5,28.48
BA,17,pagerank,0.1,900,1222,53,0.841,1769,0.5914409896355733,1078,5.810526315789474,20.26
BA,17,random,0.01,990,2939,1,0.99,52,0.017385489802741558,26,1.8105263157894738,5.2
BA,17,random,0.05,950,2723,1,0.95,268,0.08960213975259111,136,1.8105263157894738,5.44
BA,17,random,0.1,900,2437,1,0.9,554,0.1852223336676697,281,1.7947368421052632,5.7
BA,18,betweenness,0.01,990,2464,2,0.989,527,0.1761952524239385,339,2.542105263157895,54.4
BA,18,betweenness,0.05,950,1766,18,0.931,1225,0.4095620193915079,755,3.721052631578947,27.16
BA,18,betweenness,0.1,900,1355,45,0.852,1636,0.5469742561016383,987,5.052631578947368,19.04
BA,18,collective_influence,0.01,990,2478,2,0.989,513,0.1715145436308927,322,2.5842105263157893,53.5
BA,18,collective_influence,0.05,950,1732,16,0.935,1259,0.42092945503176193,775,4.294736842105263,27.96
BA,18,collective_influence,0.1,900,1260,47,0.851,1731,0.5787362086258776,1055,5.868421052631579,20.07
BA,18,community_bridge,0.01,990,2476,2,0.989,515,0.1721832163156135,341,2.531578947368421,53.4
BA,18,community_bridge,0.05,950,1717,16,0.935,1274,0.42594450016716817,812,4.021052631578947,27.9
BA,18,community_bridge,0.1,900,1239,40,0.858,1752,0.5857572718154463,1087,6.063157894736842,20.21
BA,18,degree,0.01,990,2464,2,0.989,527,0.1761952524239385,339,2.542105263157895,54.4
BA,18,degree,0.05,950,1708,17,0.934,1283,0.4289535272484119,791,4.468421052631579,28.3
BA,18,degree,0.1,900,1226,44,0.852,1765,0.5901036442661317,1077,6.247368421052632,20.33
BA,18,eigenvector,0.01,990,2485,2,0.989,506,0.16917418923436978,313,2.705263157894737,52.6
BA,18,eigenvector,0.05,950,1853,10,0.941,1138,0.3804747576061518,703,3.6157894736842104,25.42
BA,18,eigenvector,0.1,900,1530,21,0.88,1461,0.4884653961885657,868,4.08421052631579,17.34
BA,18,kcore,0.01,990,2464,2,0.989,527,0.1761952524239385,339,2.542105263157895,54.4
BA,18,kcore,0.05,950,1708,17,0.934,1283,0.4289535272484119,791,4.468421052631579,28.3
BA,18,kcore,0.1,900,1226,44,0.852,1765,0.5901036442661317,1077,6.247368421052632,20.33
BA,18,pagerank,0.01,990,2464,2,0.989,527,0.1761952524239385,339,2.542105263157895,54.4
BA,18,pagerank,0.05,950,1702,18,0.933,1289,0.4309595453025744,799,4.28421052631579,28.3
BA,18,pagerank,0.1,900,1220,44,0.852,1771,0.5921096623202942,1080,6.205263157894737,20.32
BA,18,random,0.01,990,2952,1,0.99,39,0.013039117352056168,17,1.7789473684210526,3.9
BA,18,random,0.05,950,2707,1,0.95,284,0.09495152123035774,146,1.7736842105263158,5.76
BA,18,random,0.1,900,2427,2,0.899,564,0.18856569709127383,282,1.894736842105263,5.92
BA,19,betweenness,0.01,990,2373,2,0.989,618,0.20661985957873621,379,2.6,63.5
BA,19,betweenness,0.05,950,1674,19,0.932,1317,0.440320962888666,803,4.247368421052632,28.84
BA,19,betweenness,0.1,900,1298,44,0.855,1693,0.5660314276161819,1020,4.947368421052632,19.47
BA,19,collective_influence,0.01,990,2374,2,0.989,617,0.2062855232363758,384,2.8526315789473684,63.3
BA,19,collective_influence,0.05,950,1653,18,0.933,1338,0.4473420260782347,816,4.3578947368421055,29.42
BA,19,collective_influence,0.1,900,1216,45,0.856,1775,0.5934470076897359,1069,5.794736842105263,20.57
BA,19,community_bridge,0.01,990,2380,1,0.99,611,0.2042795051822133,388,2.710526315789474,62.6
BA,19,community_bridge,0.05,950,1633,17,0.934,1358,0.454028752925443,855,4.626315789473685,29.62
BA,19,community_bridge,0.1,900,1183,44,0.853,1808,0.6044801069876296,1115,6.321052631578947,20.59
BA,19,degree,0.01,990,2373,2,0.989,618,0.20661985957873621,379,2.6,63.5
BA,19,degree,0.05,950,1622,19,0.932,1369,0.4577064526914076,844,4.610526315789474,29.88
BA,19,degree,0.1,900,1178,44,0.856,1813,0.6061517886994316,1090,7.052631578947368,20.86
BA,19,eigenvector,0.01,990,2394,2,0.989,597,0.1995987963891675,382,2.768421052631579,61.6
BA,19,eigenvector,0.05,950,1779,16,0.935,1212,0.40521564694082246,738,4.189473684210526,26.96
BA,19,eigenvector,0.1,900,1502,25,0.875,1489,0.4978268137746573,892,4.3578947368421055,17.54
BA,19,kcore,0.01,990,2373,2,0.989,618,0.20661985957873621,379,2.6,63.5
BA,19,kcore,0.05,950,1622,19,0.932,1369,0.4577064526914076,844,4.610526315789474,29.88
BA,19,kcore,0.1,900,1178,44,0.856,1813,0.6061517886994316,1090,7.052631578947368,20.86
BA,19,pagerank,0.01,990,2373,2,0.989,618,0.20661985957873621,379,2.6,63.5
BA,19,pagerank,0.05,950,1620,21,0.93,1371,0.4583751253761284,845,4.657894736842105,29.88
BA,19,pagerank,0.1,900,1165,45,0.855,1826,0.610498161150117,1097,6.752631578947368,20.86
BA,19,random,0.01,990,2942,1,0.99,49,0.016382480775660315,27,1.7894736842105263,5.0
BA,19,random,0.05,950,2690,1,0.95,301,0.10063523905048478,168,1.8736842105263158,6.22
BA,19,random,0.1,900,2401,1,0.9,590,0.1972584419926446,316,1.8842105263157896,6.18
BA,20,betweenness,0.01,990,2509,1,0.99,482,0.16115011701771983,303,2.663157894736842,50.3
BA,20,betweenness,0.05,950,1677,14,0.937,1314,0.43931795386158473,808,4.063157894736842,28.96
BA,20,betweenness,0.1,900,1226,49,0.846,1765,0.5901036442661317,1054,5.242105263157895,20.29
BA,20,collective_influence,0.01,990,2503,1,0.99,488,0.1631561350718823,314,2.7263157894736842,50.9
BA,20,collective_influence,0.05,950,1659,21,0.93,1332,0.4453360080240722,816,4.394736842105263,29.42
BA,20,collective_influence,0.1,900,1170,53,0.839,1821,0.6088264794383149,1102,6.373684210526315,21.06
BA,20,community_bridge,0.01,990,2510,1,0.99,481,0.1608157806753594,317,2.557894736842105,49.9
BA,20,community_bridge,0.05,950,1659,19,0.932,1332,0.4453360080240722,831,4.163157894736842,29.28
BA,20,community_bridge,0.1,900,1153,53,0.833,1838,0.614510197258442,1132,6.394736842105263,21.13
BA,20,degree,0.01,990,2503,1,0.99,488,0.1631561350718823,314,2.7263157894736842,50.9
BA,20,degree,0.05,950,1644,20,0.931,1347,0.45035105315947843,826,4.28421052631579,29.6
BA,20,degree,0.1,900,1144,59,0.821,1847,0.6175192243396858,1121,6.405263157894737,21.26
BA,20,eigenvector,0.01,990,2507,1,0.99,484,0.16181878970244065,304,2.721052631578947,50.7
BA,20,eigenvector,0.05,950,1739,14,0.937,1252,0.4185891006352391,768,4.021052631578947,27.86
BA,20,eigenvector,0.1,900,1415,29,0.869,1576,0.5269140755600134,930,4.6947368421052635,18.53
BA,20,kcore,0.01,990,2503,1,0.99,488,0.1631561350718823,314,2.7263157894736842,50.9
BA,20,kcore,0.05,950,1644,20,0.931,1347,0.45035105315947843,826,4.28421052631579,29.6
BA,20,kcore,0.1,900,1144,59,0.821,1847,0.6175192243396858,1121,6.405263157894737,21.26
