topology,trial,strategy,fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
WS,46,betweenness,0.05,9.0,19.0,1.0,1.0,571.0,0.949,18193.0,0.945,7004.0,6059.0,944.0,144.0,0.05
WS,46,betweenness,0.1,10.0,22.0,1.0,1.0,494.0,0.895,18268.0,0.894,6612.0,5718.0,890.0,168.0,0.1
WS,46,collective_influence,0.01,10.0,18.0,1.0,1.0,659.0,0.989,19724.0,0.985,7414.0,6429.0,984.0,156.0,0.01
WS,46,collective_influence,0.05,8.0,18.0,1.0,1.0,563.0,0.949,18482.0,0.945,6961.0,6016.0,944.0,185.0,0.05
WS,46,collective_influence,0.1,13.0,27.0,1.0,1.0,449.0,0.898,17455.0,0.895,6610.0,5715.0,893.0,142.0,0.1
WS,46,community_bridge,0.01,7.0,15.0,1.0,1.0,640.0,0.99,20350.0,0.985,7568.0,6583.0,985.0,186.0,0.01
WS,46,community_bridge,0.05,10.0,21.0,1.0,1.0,571.0,0.95,19226.0,0.945,7361.0,6416.0,945.0,209.0,0.05
WS,46,community_bridge,0.1,11.0,23.0,1.0,1.0,498.0,0.9,17879.0,0.895,6534.0,5639.0,895.0,223.0,0.1
WS,46,degree,0.01,8.0,16.0,1.0,1.0,607.0,0.985,18946.0,0.985,7383.0,6398.0,980.0,151.0,0.01
WS,46,degree,0.05,11.0,20.0,1.0,1.0,519.0,0.94,19217.0,0.94,6878.0,5938.0,935.0,182.0,0.05
WS,46,degree,0.1,9.0,20.0,1.0,1.0,464.0,0.897,17793.0,0.895,6150.0,5255.0,892.0,162.0,0.1
WS,46,eigenvector,0.01,8.0,16.0,1.0,1.0,654.0,0.985,19765.0,0.983,7427.0,6444.0,980.0,148.0,0.01
WS,46,eigenvector,0.05,9.0,17.0,1.0,1.0,588.0,0.949,18668.0,0.945,7298.0,6353.0,944.0,144.0,0.05
WS,46,eigenvector,0.1,7.0,16.0,1.0,1.0,562.0,0.899,19241.0,0.894,6442.0,5548.0,894.0,131.0,0.1
WS,46,kcore,0.01,7.0,14.0,1.0,1.0,636.0,0.99,20239.0,0.985,7188.0,6203.0,985.0,171.0,0.01
WS,46,kcore,0.05,9.0,20.0,1.0,1.0,535.0,0.949,18157.0,0.945,7021.0,6076.0,944.0,184.0,0.05
WS,46,kcore,0.1,12.0,25.0,1.0,1.0,500.0,0.89,18129.0,0.892,6266.0,5374.0,885.0,149.0,0.1
WS,46,pagerank,0.01,8.0,16.0,1.0,1.0,596.0,0.99,20143.0,0.985,7715.0,6730.0,985.0,131.0,0.01
WS,46,pagerank,0.05,9.0,19.0,1.0,1.0,576.0,0.946,20127.0,0.945,7122.0,6177.0,941.0,175.0,0.05
WS,46,pagerank,0.1,9.0,20.0,1.0,1.0,483.0,0.888,18157.0,0.893,6190.0,5297.0,883.0,155.0,0.1
WS,46,random,0.01,8.0,16.0,1.0,1.0,643.0,0.99,20532.0,0.985,7438.0,6453.0,985.0,164.0,0.01
WS,46,random,0.05,9.0,18.0,1.0,1.0,612.0,0.949,18810.0,0.945,6959.0,6014.0,944.0,133.0,0.05
WS,46,random,0.1,11.0,21.0,1.0,1.0,490.0,0.899,16992.0,0.895,6996.0,6101.0,894.0,165.0,0.1
WS,47,betweenness,0.01,7.0,14.0,1.0,1.0,618.0,0.99,20945.0,0.985,7720.0,6735.0,985.0,198.0,0.01
WS,47,betweenness,0.05,9.0,18.0,1.0,1.0,590.0,0.95,18782.0,0.945,6858.0,5913.0,945.0,153.0,0.05
WS,47,betweenness,0.1,11.0,24.0,1.0,1.0,468.0,0.892,18161.0,0.892,6548.0,5656.0,887.0,141.0,0.1
WS,47,collective_influence,0.01,10.0,18.0,1.0,1.0,668.0,0.99,19924.0,0.985,7500.0,6515.0,985.0,148.0,0.01
WS,47,collective_influence,0.05,10.0,19.0,1.0,1.0,555.0,0.95,19156.0,0.945,6730.0,5785.0,945.0,180.0,0.05
WS,47,collective_influence,0.1,10.0,28.0,1.0,1.0,397.0,0.895,18282.0,0.895,6486.0,5591.0,890.0,220.0,0.1
WS,47,community_bridge,0.01,8.0,16.0,1.0,1.0,624.0,0.99,19716.0,0.985,7492.0,6507.0,985.0,142.0,0.01
WS,47,community_bridge,0.05,11.0,22.0,1.0,1.0,541.0,0.95,18297.0,0.945,6943.0,5998.0,945.0,145.0,0.05
WS,47,community_bridge,0.1,11.0,23.0,1.0,1.0,510.0,0.899,18301.0,0.894,6244.0,5350.0,894.0,134.0,0.1
WS,47,degree,0.01,8.0,18.0,1.0,1.0,624.0,0.99,20394.0,0.985,7270.0,6285.0,985.0,145.0,0.01
WS,47,degree,0.05,8.0,20.0,1.0,1.0,513.0,0.95,18372.0,0.945,7008.0,6063.0,945.0,133.0,0.05
WS,47,degree,0.1,13.0,25.0,1.0,1.0,459.0,0.885,18085.0,0.882,6452.0,5570.0,880.0,271.0,0.1
WS,47,eigenvector,0.01,8.0,15.0,1.0,1.0,658.0,0.99,20285.0,0.985,7004.0,6019.0,985.0,160.0,0.01
WS,47,eigenvector,0.05,7.0,16.0,1.0,1.0,616.0,0.95,20038.0,0.945,6502.0,5557.0,945.0,137.0,0.05
WS,47,eigenvector,0.1,9.0,18.0,1.0,1.0,563.0,0.894,18029.0,0.89,6450.0,5560.0,889.0,157.0,0.1
WS,47,kcore,0.01,9.0,17.0,1.0,1.0,645.0,0.989,20031.0,0.985,7193.0,6208.0,984.0,170.0,0.01
WS,47,kcore,0.05,8.0,18.0,1.0,1.0,554.0,0.944,19261.0,0.943,7296.0,6353.0,939.0,158.0,0.05
WS,47,kcore,0.1,13.0,24.0,1.0,1.0,456.0,0.87,18863.0,0.87,6397.0,5527.0,865.0,218.0,0.1
WS,47,pagerank,0.01,9.0,17.0,1.0,1.0,647.0,0.989,20535.0,0.985,7300.0,6315.0,984.0,179.0,0.01
WS,47,pagerank,0.05,10.0,19.0,1.0,1.0,585.0,0.949,18677.0,0.945,6808.0,5863.0,944.0,179.0,0.05
WS,47,pagerank,0.1,9.0,20.0,1.0,1.0,444.0,0.897,17981.0,0.895,6652.0,5757.0,892.0,196.0,0.1
WS,47,random,0.01,7.0,15.0,1.0,1.0,641.0,0.99,20571.0,0.985,7446.0,6461.0,985.0,157.0,0.01
WS,47,random,0.05,10.0,19.0,1.0,1.0,568.0,0.949,18930.0,0.945,7202.0,6257.0,944.0,147.0,0.05
WS,47,random,0.1,10.0,20.0,1.0,1.0,502.0,0.899,17785.0,0.895,6630.0,5735.0,894.0,186.0,0.1
WS,48,betweenness,0.01,7.0,16.0,1.0,1.0,622.0,0.989,20278.0,0.985,7239.0,6254.0,984.0,200.0,0.01
WS,48,betweenness,0.05,8.0,17.0,1.0,1.0,570.0,0.95,19840.0,0.945,7131.0,6186.0,945.0,173.0,0.05
WS,48,betweenness,0.1,11.0,25.0,1.0,1.0,447.0,0.895,17505.0,0.895,6508.0,5613.0,890.0,184.0,0.1
WS,48,collective_influence,0.01,7.0,16.0,1.0,1.0,628.0,0.99,19679.0,0.985,7302.0,6317.0,985.0,174.0,0.01
WS,48,collective_influence,0.05,9.0,22.0,1.0,1.0,532.0,0.949,18913.0,0.945,7180.0,6235.0,944.0,128.0,0.05
WS,48,collective_influence,0.1,12.0,27.0,1.0,1.0,435.0,0.898,18594.0,0.895,6599.0,5704.0,893.0,168.0,0.1
WS,48,community_bridge,0.01,8.0,17.0,1.0,1.0,582.0,0.99,18767.0,0.985,7490.0,6505.0,985.0,172.0,0.01
WS,48,community_bridge,0.05,10.0,22.0,1.0,1.0,514.0,0.95,18682.0,0.945,7396.0,6451.0,945.0,187.0,0.05
WS,48,community_bridge,0.1,12.0,26.0,1.0,1.0,408.0,0.899,18214.0,0.895,6643.0,5748.0,894.0,166.0,0.1
WS,48,degree,0.01,7.0,16.0,1.0,1.0,585.0,0.99,20424.0,0.985,7511.0,6526.0,985.0,153.0,0.01
WS,48,degree,0.05,10.0,20.0,1.0,1.0,542.0,0.949,18582.0,0.945,6902.0,5957.0,944.0,153.0,0.05
WS,48,degree,0.1,10.0,25.0,1.0,1.0,409.0,0.85,17746.0,0.86,6386.0,5526.0,845.0,185.0,0.1
WS,48,eigenvector,0.01,8.0,17.0,1.0,1.0,602.0,0.989,19412.0,0.985,7450.0,6465.0,984.0,242.0,0.01
WS,48,eigenvector,0.05,10.0,18.0,1.0,1.0,592.0,0.946,18629.0,0.942,6605.0,5663.0,941.0,180.0,0.05
WS,48,eigenvector,0.1,8.0,17.0,1.0,1.0,501.0,0.891,18267.0,0.886,6576.0,5690.0,886.0,173.0,0.1
WS,48,kcore,0.01,9.0,17.0,1.0,1.0,587.0,0.989,20070.0,0.985,7499.0,6514.0,984.0,157.0,0.01
WS,48,kcore,0.05,9.0,19.0,1.0,1.0,559.0,0.95,19019.0,0.945,6813.0,5868.0,945.0,170.0,0.05
WS,48,kcore,0.1,12.0,24.0,1.0,1.0,441.0,0.882,17769.0,0.88,6449.0,5569.0,877.0,149.0,0.1
WS,48,pagerank,0.01,10.0,19.0,1.0,1.0,625.0,0.99,20392.0,0.985,7113.0,6128.0,985.0,191.0,0.01
WS,48,pagerank,0.05,10.0,20.0,1.0,1.0,584.0,0.95,20331.0,0.945,7015.0,6070.0,945.0,158.0,0.05
WS,48,pagerank,0.1,9.0,23.0,1.0,1.0,434.0,0.898,17913.0,0.895,6544.0,5649.0,893.0,170.0,0.1
WS,48,random,0.01,8.0,15.0,1.0,1.0,655.0,0.99,20030.0,0.985,7361.0,6376.0,985.0,147.0,0.01
WS,48,random,0.05,8.0,16.0,1.0,1.0,603.0,0.95,18136.0,0.945,7040.0,6095.0,945.0,132.0,0.05
WS,48,random,0.1,9.0,18.0,1.0,1.0,536.0,0.891,17128.0,0.891,6655.0,5764.0,886.0,140.0,0.1
WS,49,betweenness,0.01,8.0,16.0,1.0,1.0,632.0,0.989,19189.0,0.985,7282.0,6297.0,984.0,154.0,0.01
WS,49,betweenness,0.05,8.0,18.0,1.0,1.0,547.0,0.95,18088.0,0.945,6718.0,5773.0,945.0,152.0,0.05
WS,49,betweenness,0.1,14.0,29.0,1.0,1.0,463.0,0.898,18763.0,0.895,6455.0,5560.0,893.0,138.0,0.1
WS,49,collective_influence,0.01,7.0,16.0,1.0,1.0,597.0,0.99,20327.0,0.985,7445.0,6460.0,985.0,159.0,0.01
WS,49,collective_influence,0.05,7.0,18.0,1.0,1.0,504.0,0.949,18694.0,0.945,6993.0,6048.0,944.0,169.0,0.05
WS,49,collective_influence,0.1,14.0,31.0,1.0,1.0,411.0,0.886,16662.0,0.89,6461.0,5571.0,881.0,148.0,0.1
WS,49,community_bridge,0.01,9.0,19.0,1.0,1.0,582.0,0.99,20664.0,0.985,7831.0,6846.0,985.0,191.0,0.01
WS,49,community_bridge,0.05,9.0,22.0,1.0,1.0,495.0,0.948,18431.0,0.945,7328.0,6383.0,943.0,176.0,0.05
WS,49,community_bridge,0.1,16.0,36.0,1.0,1.0,421.0,0.9,17654.0,0.895,6580.0,5685.0,895.0,158.0,0.1
WS,49,degree,0.01,7.0,16.0,1.0,1.0,590.0,0.99,20169.0,0.985,7443.0,6458.0,985.0,144.0,0.01
WS,49,degree,0.05,9.0,20.0,1.0,1.0,561.0,0.948,20351.0,0.945,6995.0,6050.0,943.0,148.0,0.05
WS,49,degree,0.1,15.0,34.0,1.0,1.0,383.0,0.892,18392.0,0.894,6863.0,5969.0,887.0,203.0,0.1
WS,49,eigenvector,0.01,9.0,19.0,1.0,1.0,580.0,0.99,18971.0,0.985,7329.0,6344.0,985.0,148.0,0.01
WS,49,eigenvector,0.05,9.0,19.0,1.0,1.0,529.0,0.94,18120.0,0.939,7323.0,6384.0,935.0,191.0,0.05
WS,49,eigenvector,0.1,11.0,20.0,1.0,1.0,537.0,0.899,18219.0,0.894,6757.0,5863.0,894.0,167.0,0.1
WS,49,kcore,0.01,9.0,19.0,1.0,1.0,588.0,0.99,19906.0,0.985,7324.0,6339.0,985.0,158.0,0.01
WS,49,kcore,0.05,10.0,20.0,1.0,1.0,514.0,0.95,19326.0,0.945,6967.0,6022.0,945.0,223.0,0.05
WS,49,kcore,0.1,13.0,29.0,1.0,1.0,407.0,0.883,16878.0,0.884,6783.0,5899.0,878.0,148.0,0.1
WS,49,pagerank,0.01,9.0,18.0,1.0,1.0,623.0,0.99,19582.0,0.985,7442.0,6457.0,985.0,200.0,0.01
WS,49,pagerank,0.05,10.0,22.0,1.0,1.0,520.0,0.949,18636.0,0.945,6988.0,6043.0,944.0,154.0,0.05
WS,49,pagerank,0.1,10.0,24.0,1.0,1.0,394.0,0.896,18665.0,0.895,6665.0,5770.0,891.0,197.0,0.1
WS,49,random,0.01,8.0,17.0,1.0,1.0,594.0,0.99,19333.0,0.985,7406.0,6421.0,985.0,171.0,0.01
WS,49,random,0.05,8.0,17.0,1.0,1.0,560.0,0.95,19211.0,0.945,6880.0,5935.0,945.0,140.0,0.05
WS,49,random,0.1,11.0,20.0,1.0,1.0,536.0,0.893,18130.0,0.892,6373.0,5481.0,888.0,156.0,0.1
WS,50,betweenness,0.01,8.0,16.0,1.0,1.0,602.0,0.99,19650.0,0.985,7367.0,6382.0,985.0,195.0,0.01
WS,50,betweenness,0.05,8.0,19.0,1.0,1.0,502.0,0.949,18280.0,0.945,6670.0,5725.0,944.0,143.0,0.05
WS,50,betweenness,0.1,11.0,26.0,1.0,1.0,466.0,0.895,18163.0,0.892,6676.0,5784.0,890.0,149.0,0.1
WS,50,collective_influence,0.01,11.0,21.0,1.0,1.0,613.0,0.99,19371.0,0.985,7453.0,6468.0,985.0,184.0,0.01
WS,50,collective_influence,0.05,9.0,18.0,1.0,1.0,610.0,0.948,19050.0,0.945,6853.0,5908.0,943.0,136.0,0.05
WS,50,collective_influence,0.1,10.0,25.0,1.0,1.0,459.0,0.898,17714.0,0.895,6433.0,5538.0,893.0,150.0,0.1
WS,50,community_bridge,0.01,8.0,17.0,1.0,1.0,628.0,0.99,19405.0,0.985,7564.0,6579.0,985.0,175.0,0.01
WS,50,community_bridge,0.05,8.0,18.0,1.0,1.0,573.0,0.95,19810.0,0.945,6704.0,5759.0,945.0,152.0,0.05
WS,50,community_bridge,0.1,9.0,21.0,1.0,1.0,438.0,0.879,17965.0,0.88,6498.0,5618.0,874.0,244.0,0.1
WS,50,degree,0.01,8.0,16.0,1.0,1.0,586.0,0.989,18988.0,0.985,7530.0,6545.0,984.0,164.0,0.01
WS,50,degree,0.05,11.0,22.0,1.0,1.0,554.0,0.95,18853.0,0.945,7193.0,6248.0,945.0,144.0,0.05
WS,50,degree,0.1,9.0,22.0,1.0,1.0,497.0,0.872,17756.0,0.872,6138.0,5266.0,867.0,163.0,0.1
WS,50,eigenvector,0.01,8.0,16.0,1.0,1.0,606.0,0.99,20164.0,0.985,7316.0,6331.0,985.0,150.0,0.01
WS,50,eigenvector,0.05,12.0,22.0,1.0,1.0,561.0,0.95,18809.0,0.945,7206.0,6261.0,945.0,149.0,0.05
WS,50,eigenvector,0.1,7.0,16.0,1.0,1.0,538.0,0.897,18554.0,0.894,6146.0,5252.0,892.0,127.0,0.1
WS,50,kcore,0.01,8.0,15.0,1.0,1.0,615.0,0.988,19738.0,0.985,7379.0,6394.0,983.0,134.0,0.01
WS,50,kcore,0.05,9.0,18.0,1.0,1.0,558.0,0.942,19694.0,0.942,6934.0,5992.0,937.0,165.0,0.05
WS,50,kcore,0.1,9.0,20.0,1.0,1.0,449.0,0.898,18362.0,0.895,6407.0,5512.0,893.0,172.0,0.1
WS,50,pagerank,0.01,9.0,18.0,1.0,1.0,621.0,0.99,19960.0,0.985,7032.0,6047.0,985.0,180.0,0.01
WS,50,pagerank,0.05,12.0,23.0,1.0,1.0,550.0,0.946,18909.0,0.945,6616.0,5671.0,941.0,198.0,0.05
WS,50,pagerank,0.1,10.0,25.0,1.0,1.0,408.0,0.9,18874.0,0.895,6631.0,5736.0,895.0,182.0,0.1
WS,50,random,0.01,11.0,20.0,1.0,1.0,608.0,0.99,19548.0,0.985,7427.0,6442.0,985.0,153.0,0.01
WS,50,random,0.05,7.0,16.0,1.0,1.0,583.0,0.948,19728.0,0.945,6841.0,5896.0,943.0,142.0,0.05
WS,50,random,0.1,10.0,21.0,1.0,1.0,508.0,0.9,17958.0,0.895,6684.0,5789.0,895.0,152.0,0.1
WS,51,betweenness,0.01,7.0,15.0,1.0,1.0,611.0,0.988,20064.0,0.985,7365.0,6380.0,983.0,146.0,0.01
WS,51,betweenness,0.05,10.0,20.0,1.0,1.0,554.0,0.947,19600.0,0.945,7037.0,6092.0,942.0,157.0,0.05
WS,51,betweenness,0.1,12.0,25.0,1.0,1.0,459.0,0.9,17511.0,0.895,6386.0,5491.0,895.0,147.0,0.1
WS,51,collective_influence,0.01,9.0,18.0,1.0,1.0,623.0,0.99,19700.0,0.985,7285.0,6300.0,985.0,152.0,0.01
WS,51,collective_influence,0.05,10.0,21.0,1.0,1.0,530.0,0.949,18208.0,0.945,6978.0,6033.0,944.0,150.0,0.05
WS,51,collective_influence,0.1,10.0,28.0,1.0,1.0,414.0,0.898,17995.0,0.895,6974.0,6079.0,893.0,155.0,0.1
WS,51,community_bridge,0.01,8.0,17.0,1.0,1.0,604.0,0.99,20052.0,0.985,7605.0,6620.0,985.0,130.0,0.01
WS,51,community_bridge,0.05,8.0,17.0,1.0,1.0,555.0,0.95,19837.0,0.945,6848.0,5903.0,945.0,187.0,0.05
WS,51,community_bridge,0.1,12.0,30.0,1.0,1.0,398.0,0.868,16269.0,0.877,6539.0,5662.0,863.0,159.0,0.1
WS,51,degree,0.01,9.0,17.0,1.0,1.0,614.0,0.989,19030.0,0.985,7131.0,6146.0,984.0,136.0,0.01
WS,51,degree,0.05,9.0,19.0,1.0,1.0,562.0,0.95,19697.0,0.945,6788.0,5843.0,945.0,169.0,0.05
WS,51,degree,0.1,12.0,24.0,1.0,1.0,442.0,0.86,16809.0,0.863,6223.0,5360.0,855.0,198.0,0.1
WS,51,eigenvector,0.01,9.0,18.0,1.0,1.0,653.0,0.99,20778.0,0.985,7410.0,6425.0,985.0,129.0,0.01
WS,51,eigenvector,0.05,8.0,18.0,1.0,1.0,550.0,0.942,19068.0,0.941,7096.0,6155.0,937.0,172.0,0.05
WS,51,eigenvector,0.1,8.0,18.0,1.0,1.0,526.0,0.892,17810.0,0.89,6356.0,5466.0,887.0,141.0,0.1
WS,51,kcore,0.01,11.0,20.0,1.0,1.0,619.0,0.99,19709.0,0.985,7336.0,6351.0,985.0,151.0,0.01
WS,51,kcore,0.05,9.0,17.0,1.0,1.0,558.0,0.948,19064.0,0.945,6794.0,5849.0,943.0,173.0,0.05
WS,51,kcore,0.1,13.0,23.0,1.0,1.0,459.0,0.868,17837.0,0.878,6312.0,5434.0,863.0,134.0,0.1
WS,51,pagerank,0.01,10.0,19.0,1.0,1.0,597.0,0.989,19373.0,0.985,7373.0,6388.0,984.0,152.0,0.01
WS,51,pagerank,0.05,12.0,25.0,1.0,1.0,503.0,0.946,17892.0,0.944,7191.0,6247.0,941.0,231.0,0.05
WS,51,pagerank,0.1,12.0,28.0,1.0,1.0,438.0,0.897,17361.0,0.895,6565.0,5670.0,892.0,182.0,0.1
WS,51,random,0.01,9.0,18.0,1.0,1.0,598.0,0.989,19729.0,0.985,7822.0,6837.0,984.0,157.0,0.01
WS,51,random,0.05,9.0,18.0,1.0,1.0,572.0,0.95,19130.0,0.945,7094.0,6149.0,945.0,147.0,0.05
WS,51,random,0.1,10.0,20.0,1.0,1.0,527.0,0.893,17112.0,0.893,6364.0,5471.0,888.0,137.0,0.1
WS,52,betweenness,0.01,8.0,16.0,1.0,1.0,592.0,0.989,19186.0,0.985,7153.0,6168.0,984.0,183.0,0.01
WS,52,betweenness,0.05,13.0,25.0,1.0,1.0,538.0,0.95,19972.0,0.945,7067.0,6122.0,945.0,146.0,0.05
WS,52,betweenness,0.1,8.0,18.0,1.0,1.0,521.0,0.898,17207.0,0.895,6298.0,5403.0,893.0,125.0,0.1
WS,52,collective_influence,0.01,8.0,16.0,1.0,1.0,632.0,0.99,19463.0,0.985,7290.0,6305.0,985.0,148.0,0.01
WS,52,collective_influence,0.05,8.0,18.0,1.0,1.0,561.0,0.948,18908.0,0.945,6762.0,5817.0,943.0,125.0,0.05
WS,52,collective_influence,0.1,9.0,26.0,1.0,1.0,437.0,0.899,17215.0,0.895,6523.0,5628.0,894.0,190.0,0.1
WS,52,community_bridge,0.01,7.0,15.0,1.0,1.0,638.0,0.99,19934.0,0.985,7071.0,6086.0,985.0,132.0,0.01
WS,52,community_bridge,0.05,11.0,21.0,1.0,1.0,559.0,0.95,19829.0,0.945,6711.0,5766.0,945.0,149.0,0.05
WS,52,community_bridge,0.1,11.0,27.0,1.0,1.0,410.0,0.897,18018.0,0.895,6500.0,5605.0,892.0,158.0,0.1
WS,52,degree,0.01,7.0,17.0,1.0,1.0,616.0,0.99,19671.0,0.985,7696.0,6711.0,985.0,137.0,0.01
WS,52,degree,0.05,11.0,22.0,1.0,1.0,512.0,0.948,19030.0,0.945,6894.0,5949.0,943.0,162.0,0.05
WS,52,degree,0.1,12.0,25.0,1.0,1.0,424.0,0.875,18172.0,0.882,6382.0,5500.0,870.0,179.0,0.1
WS,52,eigenvector,0.01,7.0,14.0,1.0,1.0,614.0,0.989,18647.0,0.985,7464.0,6479.0,984.0,159.0,0.01
WS,52,eigenvector,0.05,8.0,17.0,1.0,1.0,579.0,0.948,20045.0,0.945,7081.0,6136.0,943.0,148.0,0.05
WS,52,eigenvector,0.1,7.0,18.0,1.0,1.0,550.0,0.899,18864.0,0.894,6513.0,5619.0,894.0,137.0,0.1
WS,52,kcore,0.01,9.0,17.0,1.0,1.0,610.0,0.989,20058.0,0.985,7682.0,6697.0,984.0,156.0,0.01
WS,52,kcore,0.05,10.0,21.0,1.0,1.0,514.0,0.95,19157.0,0.945,7224.0,6279.0,945.0,152.0,0.05
WS,52,kcore,0.1,12.0,26.0,1.0,1.0,442.0,0.894,18000.0,0.895,6285.0,5390.0,889.0,132.0,0.1
WS,52,pagerank,0.01,9.0,18.0,1.0,1.0,662.0,0.99,21209.0,0.985,7150.0,6165.0,985.0,154.0,0.01
WS,52,pagerank,0.05,9.0,19.0,1.0,1.0,557.0,0.949,19050.0,0.945,7160.0,6215.0,944.0,120.0,0.05
WS,52,pagerank,0.1,11.0,23.0,1.0,1.0,424.0,0.897,18394.0,0.895,6471.0,5576.0,892.0,170.0,0.1
WS,52,random,0.01,7.0,15.0,1.0,1.0,634.0,0.989,19369.0,0.985,7312.0,6327.0,984.0,155.0,0.01
WS,52,random,0.05,8.0,17.0,1.0,1.0,571.0,0.95,18469.0,0.945,7216.0,6271.0,945.0,188.0,0.05
WS,52,random,0.1,10.0,21.0,1.0,1.0,532.0,0.9,18498.0,0.895,6795.0,5900.0,895.0,199.0,0.1
WS,53,betweenness,0.01,9.0,17.0,1.0,1.0,623.0,0.99,19576.0,0.985,7233.0,6248.0,985.0,157.0,0.01
WS,53,betweenness,0.05,10.0,19.0,1.0,1.0,521.0,0.95,17582.0,0.945,6650.0,5705.0,945.0,161.0,0.05
WS,53,betweenness,0.1,9.0,21.0,1.0,1.0,465.0,0.898,18087.0,0.895,6885.0,5990.0,893.0,155.0,0.1
WS,53,collective_influence,0.01,10.0,19.0,1.0,1.0,622.0,0.99,19665.0,0.985,7594.0,6609.0,985.0,173.0,0.01
WS,53,collective_influence,0.05,10.0,18.0,1.0,1.0,550.0,0.948,18671.0,0.945,7098.0,6153.0,943.0,155.0,0.05
WS,53,collective_influence,0.1,11.0,24.0,1.0,1.0,469.0,0.89,18183.0,0.89,6449.0,5559.0,885.0,175.0,0.1
WS,53,community_bridge,0.01,8.0,17.0,1.0,1.0,596.0,0.99,19145.0,0.985,7542.0,6557.0,985.0,196.0,0.01
WS,53,community_bridge,0.05,11.0,20.0,1.0,1.0,529.0,0.95,18305.0,0.945,6756.0,5811.0,945.0,148.0,0.05
WS,53,community_bridge,0.1,10.0,21.0,1.0,1.0,458.0,0.897,17772.0,0.895,6415.0,5520.0,892.0,174.0,0.1
WS,53,degree,0.01,8.0,16.0,1.0,1.0,616.0,0.99,20331.0,0.985,7128.0,6143.0,985.0,153.0,0.01
WS,53,degree,0.05,10.0,20.0,1.0,1.0,572.0,0.944,19689.0,0.941,6636.0,5695.0,939.0,168.0,0.05
WS,53,degree,0.1,10.0,22.0,1.0,1.0,481.0,0.898,17672.0,0.895,6676.0,5781.0,893.0,136.0,0.1
WS,53,eigenvector,0.01,8.0,17.0,1.0,1.0,623.0,0.99,19800.0,0.985,7241.0,6256.0,985.0,198.0,0.01
WS,53,eigenvector,0.05,10.0,18.0,1.0,1.0,568.0,0.949,18269.0,0.944,6995.0,6051.0,944.0,142.0,0.05
WS,53,eigenvector,0.1,10.0,19.0,1.0,1.0,547.0,0.898,17477.0,0.895,6585.0,5690.0,893.0,176.0,0.1
WS,53,kcore,0.01,6.0,14.0,1.0,1.0,611.0,0.987,19253.0,0.985,7499.0,6514.0,982.0,183.0,0.01
WS,53,kcore,0.05,10.0,20.0,1.0,1.0,558.0,0.936,18711.0,0.933,6851.0,5918.0,931.0,138.0,0.05
WS,53,kcore,0.1,9.0,20.0,1.0,1.0,430.0,0.888,17560.0,0.893,6257.0,5364.0,883.0,192.0,0.1
WS,53,pagerank,0.01,10.0,19.0,1.0,1.0,612.0,0.989,20501.0,0.985,7583.0,6598.0,984.0,164.0,0.01
WS,53,pagerank,0.05,7.0,16.0,1.0,1.0,561.0,0.949,18810.0,0.945,6903.0,5958.0,944.0,128.0,0.05
WS,53,pagerank,0.1,11.0,24.0,1.0,1.0,454.0,0.899,18393.0,0.895,6594.0,5699.0,894.0,160.0,0.1
WS,53,random,0.01,9.0,16.0,1.0,1.0,653.0,0.989,20791.0,0.985,7382.0,6397.0,984.0,134.0,0.01
WS,53,random,0.05,9.0,16.0,1.0,1.0,620.0,0.95,20062.0,0.945,6710.0,5765.0,945.0,140.0,0.05
WS,53,random,0.1,9.0,19.0,1.0,1.0,529.0,0.895,17386.0,0.895,6718.0,5823.0,890.0,160.0,0.1
WS,54,betweenness,0.01,11.0,21.0,1.0,1.0,538.0,0.99,18688.0,0.985,7712.0,6727.0,985.0,142.0,0.01
WS,54,betweenness,0.05,8.0,18.0,1.0,1.0,547.0,0.95,18714.0,0.945,7054.0,6109.0,945.0,134.0,0.05
WS,54,betweenness,0.1,9.0,23.0,1.0,1.0,455.0,0.899,18511.0,0.895,6685.0,5790.0,894.0,161.0,0.1
WS,54,collective_influence,0.01,9.0,18.0,1.0,1.0,604.0,0.99,19520.0,0.985,7565.0,6580.0,985.0,185.0,0.01
WS,54,collective_influence,0.05,10.0,21.0,1.0,1.0,525.0,0.945,18065.0,0.945,7130.0,6185.0,940.0,166.0,0.05
WS,54,collective_influence,0.1,13.0,26.0,1.0,1.0,500.0,0.889,19007.0,0.887,6466.0,5579.0,884.0,191.0,0.1
WS,54,community_bridge,0.01,11.0,20.0,1.0,1.0,594.0,0.99,20243.0,0.985,7418.0,6433.0,985.0,177.0,0.01
WS,54,community_bridge,0.05,10.0,20.0,1.0,1.0,564.0,0.949,18501.0,0.945,6785.0,5840.0,944.0,142.0,0.05
WS,54,community_bridge,0.1,9.0,22.0,1.0,1.0,459.0,0.897,17787.0,0.892,6322.0,5430.0,892.0,150.0,0.1
WS,54,degree,0.01,8.0,18.0,1.0,1.0,624.0,0.99,19790.0,0.985,6985.0,6000.0,985.0,199.0,0.01
WS,54,degree,0.05,9.0,20.0,1.0,1.0,497.0,0.95,18669.0,0.945,6964.0,6019.0,945.0,216.0,0.05
