topology,trial,strategy,fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
WS,54,degree,0.1,9.0,21.0,1.0,1.0,466.0,0.891,17592.0,0.888,6180.0,5292.0,886.0,149.0,0.1
WS,54,eigenvector,0.01,10.0,19.0,1.0,1.0,656.0,0.989,19893.0,0.985,7309.0,6324.0,984.0,146.0,0.01
WS,54,eigenvector,0.05,9.0,18.0,1.0,1.0,603.0,0.948,18750.0,0.944,7039.0,6095.0,943.0,182.0,0.05
WS,54,eigenvector,0.1,9.0,18.0,1.0,1.0,548.0,0.899,18697.0,0.895,6446.0,5551.0,894.0,136.0,0.1
WS,54,kcore,0.01,9.0,17.0,1.0,1.0,607.0,0.99,18839.0,0.985,7748.0,6763.0,985.0,160.0,0.01
WS,54,kcore,0.05,8.0,18.0,1.0,1.0,523.0,0.946,19016.0,0.943,6922.0,5979.0,941.0,170.0,0.05
WS,54,kcore,0.1,10.0,25.0,1.0,1.0,464.0,0.891,18228.0,0.892,6403.0,5511.0,886.0,176.0,0.1
WS,54,pagerank,0.01,6.0,14.0,1.0,1.0,595.0,0.99,18735.0,0.985,7373.0,6388.0,985.0,174.0,0.01
WS,54,pagerank,0.05,9.0,19.0,1.0,1.0,540.0,0.95,18980.0,0.945,6927.0,5982.0,945.0,156.0,0.05
WS,54,pagerank,0.1,10.0,23.0,1.0,1.0,465.0,0.889,16945.0,0.889,6558.0,5669.0,884.0,176.0,0.1
WS,54,random,0.01,8.0,16.0,1.0,1.0,624.0,0.99,20448.0,0.985,7304.0,6319.0,985.0,147.0,0.01
WS,54,random,0.05,8.0,16.0,1.0,1.0,548.0,0.949,18073.0,0.945,6944.0,5999.0,944.0,151.0,0.05
WS,54,random,0.1,8.0,19.0,1.0,1.0,494.0,0.897,18026.0,0.895,6856.0,5961.0,892.0,135.0,0.1
WS,55,betweenness,0.01,8.0,17.0,1.0,1.0,624.0,0.99,19959.0,0.985,7574.0,6589.0,985.0,173.0,0.01
WS,55,betweenness,0.05,11.0,22.0,1.0,1.0,519.0,0.947,18833.0,0.945,7393.0,6448.0,942.0,153.0,0.05
WS,55,betweenness,0.1,11.0,23.0,1.0,1.0,470.0,0.879,17233.0,0.886,6583.0,5697.0,874.0,180.0,0.1
WS,55,collective_influence,0.01,10.0,19.0,1.0,1.0,625.0,0.99,19662.0,0.985,7645.0,6660.0,985.0,135.0,0.01
WS,55,collective_influence,0.05,8.0,19.0,1.0,1.0,551.0,0.949,19096.0,0.945,7244.0,6299.0,944.0,168.0,0.05
WS,55,collective_influence,0.1,13.0,28.0,1.0,1.0,414.0,0.888,18112.0,0.89,6644.0,5754.0,883.0,149.0,0.1
WS,55,community_bridge,0.01,9.0,18.0,1.0,1.0,610.0,0.99,20087.0,0.985,7590.0,6605.0,985.0,185.0,0.01
WS,55,community_bridge,0.05,9.0,19.0,1.0,1.0,557.0,0.949,18711.0,0.945,6898.0,5953.0,944.0,142.0,0.05
WS,55,community_bridge,0.1,12.0,24.0,1.0,1.0,474.0,0.895,17163.0,0.894,6515.0,5621.0,890.0,160.0,0.1
WS,55,degree,0.01,9.0,18.0,1.0,1.0,622.0,0.99,20778.0,0.985,7598.0,6613.0,985.0,212.0,0.01
WS,55,degree,0.05,10.0,19.0,1.0,1.0,562.0,0.95,19224.0,0.945,6533.0,5588.0,945.0,167.0,0.05
WS,55,degree,0.1,9.0,20.0,1.0,1.0,466.0,0.867,18460.0,0.868,6485.0,5617.0,862.0,163.0,0.1
WS,55,eigenvector,0.01,9.0,16.0,1.0,1.0,660.0,0.99,20407.0,0.985,7521.0,6536.0,985.0,152.0,0.01
WS,55,eigenvector,0.05,7.0,16.0,1.0,1.0,593.0,0.943,18785.0,0.938,6994.0,6056.0,938.0,143.0,0.05
WS,55,eigenvector,0.1,9.0,18.0,1.0,1.0,549.0,0.894,18227.0,0.892,6380.0,5488.0,889.0,174.0,0.1
WS,55,kcore,0.01,9.0,17.0,1.0,1.0,605.0,0.99,19227.0,0.985,7275.0,6290.0,985.0,184.0,0.01
WS,55,kcore,0.05,8.0,17.0,1.0,1.0,556.0,0.949,19441.0,0.945,7313.0,6368.0,944.0,151.0,0.05
WS,55,kcore,0.1,12.0,27.0,1.0,1.0,425.0,0.885,17190.0,0.883,6730.0,5847.0,880.0,131.0,0.1
WS,55,pagerank,0.01,8.0,17.0,1.0,1.0,655.0,0.989,19598.0,0.985,7475.0,6490.0,984.0,160.0,0.01
WS,55,pagerank,0.05,10.0,21.0,1.0,1.0,536.0,0.944,20039.0,0.945,6959.0,6014.0,939.0,237.0,0.05
WS,55,pagerank,0.1,9.0,21.0,1.0,1.0,472.0,0.885,17941.0,0.886,6346.0,5460.0,880.0,199.0,0.1
WS,55,random,0.01,9.0,17.0,1.0,1.0,629.0,0.99,19600.0,0.985,7349.0,6364.0,985.0,180.0,0.01
WS,55,random,0.05,8.0,16.0,1.0,1.0,570.0,0.944,19217.0,0.945,6975.0,6030.0,939.0,162.0,0.05
WS,55,random,0.1,9.0,20.0,1.0,1.0,501.0,0.898,18211.0,0.895,6552.0,5657.0,893.0,162.0,0.1
WS,56,betweenness,0.01,9.0,18.0,1.0,1.0,610.0,0.99,19195.0,0.985,7201.0,6216.0,985.0,163.0,0.01
WS,56,betweenness,0.05,9.0,19.0,1.0,1.0,530.0,0.95,19200.0,0.945,6967.0,6022.0,945.0,150.0,0.05
WS,56,betweenness,0.1,10.0,20.0,1.0,1.0,501.0,0.898,17932.0,0.895,6702.0,5807.0,893.0,144.0,0.1
WS,56,collective_influence,0.01,10.0,19.0,1.0,1.0,598.0,0.99,19686.0,0.985,7570.0,6585.0,985.0,151.0,0.01
WS,56,collective_influence,0.05,11.0,23.0,1.0,1.0,482.0,0.95,18481.0,0.945,6814.0,5869.0,945.0,168.0,0.05
WS,56,collective_influence,0.1,9.0,23.0,1.0,1.0,463.0,0.887,18486.0,0.887,6616.0,5729.0,882.0,156.0,0.1
WS,56,community_bridge,0.01,9.0,17.0,1.0,1.0,640.0,0.989,19545.0,0.985,7224.0,6239.0,984.0,133.0,0.01
WS,56,community_bridge,0.05,12.0,25.0,1.0,1.0,521.0,0.95,18884.0,0.945,7091.0,6146.0,945.0,210.0,0.05
WS,56,community_bridge,0.1,9.0,24.0,1.0,1.0,430.0,0.888,17187.0,0.893,6510.0,5617.0,883.0,153.0,0.1
WS,56,degree,0.01,10.0,18.0,1.0,1.0,617.0,0.99,20429.0,0.985,7625.0,6640.0,985.0,167.0,0.01
WS,56,degree,0.05,12.0,23.0,1.0,1.0,514.0,0.942,18248.0,0.945,7248.0,6303.0,937.0,135.0,0.05
WS,56,degree,0.1,10.0,23.0,1.0,1.0,435.0,0.893,17002.0,0.893,6413.0,5520.0,888.0,156.0,0.1
WS,56,eigenvector,0.01,9.0,17.0,1.0,1.0,604.0,0.99,19231.0,0.985,7752.0,6767.0,985.0,144.0,0.01
WS,56,eigenvector,0.05,9.0,17.0,1.0,1.0,586.0,0.949,18839.0,0.944,6738.0,5794.0,944.0,153.0,0.05
WS,56,eigenvector,0.1,8.0,19.0,1.0,1.0,501.0,0.897,17225.0,0.893,6810.0,5917.0,892.0,160.0,0.1
WS,56,kcore,0.01,10.0,19.0,1.0,1.0,613.0,0.99,19620.0,0.985,7598.0,6613.0,985.0,156.0,0.01
WS,56,kcore,0.05,9.0,20.0,1.0,1.0,515.0,0.949,18377.0,0.945,6975.0,6030.0,944.0,147.0,0.05
WS,56,kcore,0.1,9.0,21.0,1.0,1.0,471.0,0.888,17429.0,0.895,6123.0,5228.0,883.0,174.0,0.1
WS,56,pagerank,0.01,8.0,18.0,1.0,1.0,613.0,0.99,19357.0,0.985,7320.0,6335.0,985.0,157.0,0.01
WS,56,pagerank,0.05,10.0,20.0,1.0,1.0,582.0,0.949,19257.0,0.945,6649.0,5704.0,944.0,183.0,0.05
WS,56,pagerank,0.1,10.0,26.0,1.0,1.0,420.0,0.896,17678.0,0.895,6627.0,5732.0,891.0,168.0,0.1
WS,56,random,0.01,7.0,15.0,1.0,1.0,610.0,0.99,20488.0,0.985,7303.0,6318.0,985.0,188.0,0.01
WS,56,random,0.05,10.0,18.0,1.0,1.0,599.0,0.95,18729.0,0.945,6909.0,5964.0,945.0,160.0,0.05
WS,56,random,0.1,9.0,19.0,1.0,1.0,519.0,0.898,17884.0,0.895,6514.0,5619.0,893.0,171.0,0.1
WS,57,betweenness,0.01,12.0,21.0,1.0,1.0,576.0,0.988,19722.0,0.985,7756.0,6771.0,983.0,165.0,0.01
WS,57,betweenness,0.05,8.0,18.0,1.0,1.0,531.0,0.933,18974.0,0.934,7085.0,6151.0,928.0,177.0,0.05
WS,57,betweenness,0.1,9.0,20.0,1.0,1.0,468.0,0.898,16979.0,0.895,6317.0,5422.0,893.0,143.0,0.1
WS,57,collective_influence,0.01,7.0,16.0,1.0,1.0,627.0,0.99,19394.0,0.985,7370.0,6385.0,985.0,142.0,0.01
WS,57,collective_influence,0.05,8.0,20.0,1.0,1.0,525.0,0.95,19438.0,0.945,7377.0,6432.0,945.0,168.0,0.05
WS,57,collective_influence,0.1,11.0,25.0,1.0,1.0,451.0,0.896,17497.0,0.895,6389.0,5494.0,891.0,165.0,0.1
WS,57,community_bridge,0.01,8.0,17.0,1.0,1.0,576.0,0.989,19088.0,0.985,7373.0,6388.0,984.0,177.0,0.01
WS,57,community_bridge,0.05,10.0,20.0,1.0,1.0,507.0,0.95,18846.0,0.945,7054.0,6109.0,945.0,190.0,0.05
WS,57,community_bridge,0.1,10.0,26.0,1.0,1.0,428.0,0.877,17580.0,0.884,6778.0,5894.0,872.0,209.0,0.1
WS,57,degree,0.01,8.0,17.0,1.0,1.0,629.0,0.99,20834.0,0.985,7325.0,6340.0,985.0,215.0,0.01
WS,57,degree,0.05,10.0,20.0,1.0,1.0,538.0,0.947,17785.0,0.945,7039.0,6094.0,942.0,149.0,0.05
WS,57,degree,0.1,12.0,28.0,1.0,1.0,408.0,0.898,17230.0,0.895,6818.0,5923.0,893.0,172.0,0.1
WS,57,eigenvector,0.01,10.0,19.0,1.0,1.0,624.0,0.99,19795.0,0.985,7555.0,6570.0,985.0,142.0,0.01
WS,57,eigenvector,0.05,9.0,20.0,1.0,1.0,569.0,0.949,18914.0,0.945,6966.0,6021.0,944.0,158.0,0.05
WS,57,eigenvector,0.1,9.0,18.0,1.0,1.0,543.0,0.899,18269.0,0.895,6585.0,5690.0,894.0,158.0,0.1
WS,57,kcore,0.01,11.0,19.0,1.0,1.0,587.0,0.99,19510.0,0.985,7305.0,6320.0,985.0,201.0,0.01
WS,57,kcore,0.05,8.0,20.0,1.0,1.0,464.0,0.95,18996.0,0.945,7053.0,6108.0,945.0,183.0,0.05
WS,57,kcore,0.1,8.0,24.0,1.0,1.0,381.0,0.875,16829.0,0.879,6428.0,5549.0,870.0,171.0,0.1
WS,57,pagerank,0.01,8.0,17.0,1.0,1.0,595.0,0.988,19838.0,0.985,7507.0,6522.0,983.0,149.0,0.01
WS,57,pagerank,0.05,8.0,19.0,1.0,1.0,549.0,0.95,19690.0,0.945,7122.0,6177.0,945.0,197.0,0.05
WS,57,pagerank,0.1,11.0,26.0,1.0,1.0,386.0,0.895,16788.0,0.894,6495.0,5601.0,890.0,183.0,0.1
WS,57,random,0.01,8.0,16.0,1.0,1.0,638.0,0.99,18733.0,0.985,7473.0,6488.0,985.0,117.0,0.01
WS,57,random,0.05,9.0,18.0,1.0,1.0,539.0,0.949,18774.0,0.945,7189.0,6244.0,944.0,147.0,0.05
WS,57,random,0.1,9.0,18.0,1.0,1.0,500.0,0.888,17539.0,0.889,6334.0,5445.0,883.0,172.0,0.1
WS,58,betweenness,0.01,8.0,16.0,1.0,1.0,603.0,0.99,19341.0,0.985,6967.0,5982.0,985.0,161.0,0.01
WS,58,betweenness,0.05,8.0,17.0,1.0,1.0,564.0,0.94,19108.0,0.939,6459.0,5520.0,935.0,201.0,0.05
WS,58,betweenness,0.1,13.0,24.0,1.0,1.0,507.0,0.896,19200.0,0.895,6307.0,5412.0,891.0,192.0,0.1
WS,58,collective_influence,0.01,8.0,17.0,1.0,1.0,612.0,0.99,19785.0,0.985,7638.0,6653.0,985.0,144.0,0.01
WS,58,collective_influence,0.05,9.0,22.0,1.0,1.0,485.0,0.949,18281.0,0.945,7100.0,6155.0,944.0,165.0,0.05
WS,58,collective_influence,0.1,12.0,27.0,1.0,1.0,446.0,0.898,17972.0,0.895,6480.0,5585.0,893.0,175.0,0.1
WS,58,community_bridge,0.01,8.0,18.0,1.0,1.0,591.0,0.99,19132.0,0.985,7469.0,6484.0,985.0,145.0,0.01
WS,58,community_bridge,0.05,9.0,19.0,1.0,1.0,519.0,0.946,17947.0,0.944,6979.0,6035.0,941.0,154.0,0.05
WS,58,community_bridge,0.1,9.0,22.0,1.0,1.0,448.0,0.891,18361.0,0.89,6389.0,5499.0,886.0,171.0,0.1
WS,58,degree,0.01,7.0,15.0,1.0,1.0,654.0,0.99,18585.0,0.985,7075.0,6090.0,985.0,156.0,0.01
WS,58,degree,0.05,10.0,19.0,1.0,1.0,532.0,0.932,17663.0,0.936,6809.0,5873.0,927.0,141.0,0.05
WS,58,degree,0.1,10.0,22.0,1.0,1.0,450.0,0.879,18304.0,0.886,6585.0,5699.0,874.0,193.0,0.1
WS,58,eigenvector,0.01,9.0,17.0,1.0,1.0,623.0,0.989,19444.0,0.985,7313.0,6328.0,984.0,152.0,0.01
WS,58,eigenvector,0.05,7.0,17.0,1.0,1.0,581.0,0.949,19501.0,0.945,7051.0,6106.0,944.0,335.0,0.05
WS,58,eigenvector,0.1,8.0,18.0,1.0,1.0,520.0,0.89,18365.0,0.891,6572.0,5681.0,885.0,179.0,0.1
WS,58,kcore,0.01,9.0,17.0,1.0,1.0,610.0,0.99,20669.0,0.985,7424.0,6439.0,985.0,165.0,0.01
WS,58,kcore,0.05,10.0,23.0,1.0,1.0,521.0,0.95,18973.0,0.945,6893.0,5948.0,945.0,167.0,0.05
WS,58,kcore,0.1,10.0,21.0,1.0,1.0,427.0,0.887,17395.0,0.892,6526.0,5634.0,882.0,210.0,0.1
WS,58,pagerank,0.01,6.0,14.0,1.0,1.0,626.0,0.99,19964.0,0.985,7004.0,6019.0,985.0,144.0,0.01
WS,58,pagerank,0.05,8.0,19.0,1.0,1.0,510.0,0.947,18860.0,0.945,7097.0,6152.0,942.0,149.0,0.05
WS,58,pagerank,0.1,11.0,26.0,1.0,1.0,416.0,0.886,17303.0,0.888,6231.0,5343.0,881.0,164.0,0.1
WS,58,random,0.01,8.0,16.0,1.0,1.0,630.0,0.99,19679.0,0.985,7341.0,6356.0,985.0,177.0,0.01
WS,58,random,0.05,8.0,16.0,1.0,1.0,612.0,0.95,19721.0,0.945,6824.0,5879.0,945.0,183.0,0.05
WS,58,random,0.1,9.0,20.0,1.0,1.0,510.0,0.898,17046.0,0.895,6649.0,5754.0,893.0,170.0,0.1
WS,59,betweenness,0.01,10.0,18.0,1.0,1.0,651.0,0.99,19695.0,0.985,7128.0,6143.0,985.0,144.0,0.01
WS,59,betweenness,0.05,8.0,17.0,1.0,1.0,561.0,0.944,18466.0,0.944,6640.0,5696.0,939.0,173.0,0.05
WS,59,betweenness,0.1,10.0,25.0,1.0,1.0,395.0,0.899,17413.0,0.895,6595.0,5700.0,894.0,166.0,0.1
WS,59,collective_influence,0.01,8.0,15.0,1.0,1.0,626.0,0.99,19268.0,0.985,7419.0,6434.0,985.0,139.0,0.01
WS,59,collective_influence,0.05,9.0,20.0,1.0,1.0,521.0,0.95,18003.0,0.945,7064.0,6119.0,945.0,134.0,0.05
WS,59,collective_influence,0.1,11.0,27.0,1.0,1.0,392.0,0.897,17341.0,0.894,6631.0,5737.0,892.0,152.0,0.1
WS,59,community_bridge,0.01,9.0,18.0,1.0,1.0,558.0,0.989,20574.0,0.985,7285.0,6300.0,984.0,216.0,0.01
WS,59,community_bridge,0.05,10.0,19.0,1.0,1.0,580.0,0.949,19187.0,0.945,6672.0,5727.0,944.0,181.0,0.05
WS,59,community_bridge,0.1,9.0,22.0,1.0,1.0,444.0,0.895,18066.0,0.893,6791.0,5898.0,890.0,150.0,0.1
WS,59,degree,0.01,7.0,16.0,1.0,1.0,617.0,0.99,20020.0,0.985,7301.0,6316.0,985.0,173.0,0.01
WS,59,degree,0.05,8.0,18.0,1.0,1.0,499.0,0.95,18405.0,0.945,7086.0,6141.0,945.0,153.0,0.05
WS,59,degree,0.1,12.0,24.0,1.0,1.0,478.0,0.892,18069.0,0.892,6548.0,5656.0,887.0,160.0,0.1
WS,59,eigenvector,0.01,9.0,17.0,1.0,1.0,654.0,0.99,20189.0,0.985,7384.0,6399.0,985.0,168.0,0.01
WS,59,eigenvector,0.05,9.0,19.0,1.0,1.0,584.0,0.949,18722.0,0.945,7180.0,6235.0,944.0,174.0,0.05
WS,59,eigenvector,0.1,9.0,21.0,1.0,1.0,500.0,0.897,18486.0,0.894,7080.0,6186.0,892.0,174.0,0.1
WS,59,kcore,0.01,9.0,18.0,1.0,1.0,616.0,0.99,19984.0,0.985,7262.0,6277.0,985.0,187.0,0.01
WS,59,kcore,0.05,9.0,18.0,1.0,1.0,529.0,0.949,19147.0,0.945,6715.0,5770.0,944.0,191.0,0.05
WS,59,kcore,0.1,11.0,26.0,1.0,1.0,438.0,0.872,17889.0,0.879,6652.0,5773.0,867.0,232.0,0.1
WS,59,pagerank,0.01,6.0,14.0,1.0,1.0,633.0,0.99,19658.0,0.985,7301.0,6316.0,985.0,146.0,0.01
WS,59,pagerank,0.05,8.0,18.0,1.0,1.0,586.0,0.947,19169.0,0.945,7059.0,6114.0,942.0,138.0,0.05
WS,59,pagerank,0.1,12.0,25.0,1.0,1.0,462.0,0.884,18864.0,0.887,6802.0,5915.0,879.0,173.0,0.1
WS,59,random,0.01,9.0,17.0,1.0,1.0,619.0,0.99,18730.0,0.985,7301.0,6316.0,985.0,161.0,0.01
WS,59,random,0.05,9.0,18.0,1.0,1.0,599.0,0.948,19468.0,0.945,6986.0,6041.0,943.0,184.0,0.05
WS,59,random,0.1,9.0,17.0,1.0,1.0,568.0,0.9,18804.0,0.895,6512.0,5617.0,895.0,151.0,0.1
WS,60,betweenness,0.01,8.0,15.0,1.0,1.0,660.0,0.99,19351.0,0.985,7271.0,6286.0,985.0,145.0,0.01
WS,60,betweenness,0.05,9.0,18.0,1.0,1.0,598.0,0.948,18804.0,0.945,6964.0,6019.0,943.0,148.0,0.05
WS,60,betweenness,0.1,11.0,24.0,1.0,1.0,444.0,0.892,17281.0,0.894,6699.0,5805.0,887.0,175.0,0.1
WS,60,collective_influence,0.01,8.0,16.0,1.0,1.0,611.0,0.99,19301.0,0.985,7251.0,6266.0,985.0,131.0,0.01
WS,60,collective_influence,0.05,12.0,21.0,1.0,1.0,513.0,0.947,18429.0,0.945,7210.0,6265.0,942.0,143.0,0.05
WS,60,collective_influence,0.1,8.0,20.0,1.0,1.0,497.0,0.899,17720.0,0.895,6298.0,5403.0,894.0,140.0,0.1
WS,60,community_bridge,0.01,7.0,15.0,1.0,1.0,666.0,0.99,19900.0,0.985,7582.0,6597.0,985.0,163.0,0.01
WS,60,community_bridge,0.05,8.0,18.0,1.0,1.0,546.0,0.949,19369.0,0.945,6750.0,5805.0,944.0,148.0,0.05
WS,60,community_bridge,0.1,10.0,22.0,1.0,1.0,459.0,0.895,18280.0,0.893,6536.0,5643.0,890.0,155.0,0.1
WS,60,degree,0.01,9.0,17.0,1.0,1.0,580.0,0.99,19083.0,0.985,7526.0,6541.0,985.0,136.0,0.01
WS,60,degree,0.05,9.0,18.0,1.0,1.0,588.0,0.946,18356.0,0.945,7029.0,6084.0,941.0,167.0,0.05
WS,60,degree,0.1,11.0,23.0,1.0,1.0,431.0,0.892,17667.0,0.893,6822.0,5929.0,887.0,200.0,0.1
WS,60,eigenvector,0.01,8.0,16.0,1.0,1.0,616.0,0.99,19614.0,0.985,7734.0,6749.0,985.0,144.0,0.01
WS,60,eigenvector,0.05,10.0,18.0,1.0,1.0,586.0,0.949,18142.0,0.945,6844.0,5899.0,944.0,138.0,0.05
WS,60,eigenvector,0.1,9.0,18.0,1.0,1.0,501.0,0.899,17272.0,0.895,7115.0,6220.0,894.0,199.0,0.1
WS,60,kcore,0.01,8.0,17.0,1.0,1.0,643.0,0.988,20611.0,0.985,7525.0,6540.0,983.0,162.0,0.01
WS,60,kcore,0.05,10.0,20.0,1.0,1.0,510.0,0.939,18984.0,0.943,7073.0,6130.0,934.0,181.0,0.05
WS,60,kcore,0.1,10.0,23.0,1.0,1.0,433.0,0.878,17380.0,0.884,6710.0,5826.0,873.0,174.0,0.1
WS,60,pagerank,0.01,12.0,20.0,1.0,1.0,612.0,0.99,18975.0,0.985,7285.0,6300.0,985.0,177.0,0.01
WS,60,pagerank,0.05,11.0,22.0,1.0,1.0,552.0,0.949,18787.0,0.945,7250.0,6305.0,944.0,186.0,0.05
WS,60,pagerank,0.1,12.0,30.0,1.0,1.0,424.0,0.898,17357.0,0.895,6418.0,5523.0,893.0,195.0,0.1
WS,60,random,0.01,9.0,18.0,1.0,1.0,633.0,0.99,20583.0,0.985,7438.0,6453.0,985.0,178.0,0.01
WS,60,random,0.05,8.0,16.0,1.0,1.0,583.0,0.95,19269.0,0.945,7275.0,6330.0,945.0,136.0,0.05
WS,60,random,0.1,8.0,18.0,1.0,1.0,601.0,0.899,17675.0,0.895,6430.0,5535.0,894.0,145.0,0.1
WS,61,betweenness,0.01,7.0,14.0,1.0,1.0,636.0,0.989,19073.0,0.985,7221.0,6236.0,984.0,154.0,0.01
WS,61,betweenness,0.05,9.0,19.0,1.0,1.0,571.0,0.95,19214.0,0.945,6976.0,6031.0,945.0,155.0,0.05
WS,61,betweenness,0.1,10.0,23.0,1.0,1.0,474.0,0.898,18226.0,0.895,6207.0,5312.0,893.0,203.0,0.1
WS,61,collective_influence,0.01,9.0,17.0,1.0,1.0,605.0,0.99,19333.0,0.985,7174.0,6189.0,985.0,176.0,0.01
WS,61,collective_influence,0.05,9.0,20.0,1.0,1.0,557.0,0.95,19421.0,0.945,7088.0,6143.0,945.0,195.0,0.05
WS,61,collective_influence,0.1,8.0,20.0,1.0,1.0,456.0,0.897,17769.0,0.895,6640.0,5745.0,892.0,156.0,0.1
WS,61,community_bridge,0.01,7.0,16.0,1.0,1.0,651.0,0.99,19561.0,0.985,7198.0,6213.0,985.0,143.0,0.01
WS,61,community_bridge,0.05,8.0,19.0,1.0,1.0,566.0,0.946,18785.0,0.945,7300.0,6355.0,941.0,116.0,0.05
WS,61,community_bridge,0.1,11.0,26.0,1.0,1.0,443.0,0.895,17908.0,0.891,6481.0,5590.0,890.0,211.0,0.1
WS,61,degree,0.01,8.0,18.0,1.0,1.0,603.0,0.99,20094.0,0.985,7589.0,6604.0,985.0,187.0,0.01
WS,61,degree,0.05,8.0,18.0,1.0,1.0,535.0,0.95,18764.0,0.945,6833.0,5888.0,945.0,231.0,0.05
WS,61,degree,0.1,10.0,25.0,1.0,1.0,431.0,0.868,16959.0,0.873,6342.0,5469.0,863.0,157.0,0.1
WS,61,eigenvector,0.01,10.0,19.0,1.0,1.0,603.0,0.99,19532.0,0.985,7660.0,6675.0,985.0,158.0,0.01
WS,61,eigenvector,0.05,9.0,18.0,1.0,1.0,568.0,0.948,19014.0,0.944,6759.0,5815.0,943.0,209.0,0.05
WS,61,eigenvector,0.1,9.0,17.0,1.0,1.0,534.0,0.899,17344.0,0.894,6548.0,5654.0,894.0,193.0,0.1
WS,61,kcore,0.01,9.0,18.0,1.0,1.0,640.0,0.99,20862.0,0.985,7481.0,6496.0,985.0,190.0,0.01
WS,61,kcore,0.05,9.0,19.0,1.0,1.0,563.0,0.949,18482.0,0.945,6917.0,5972.0,944.0,181.0,0.05
WS,61,kcore,0.1,10.0,23.0,1.0,1.0,474.0,0.891,17654.0,0.893,6676.0,5783.0,886.0,137.0,0.1
WS,61,pagerank,0.01,9.0,17.0,1.0,1.0,685.0,0.99,20088.0,0.985,7372.0,6387.0,985.0,142.0,0.01
WS,61,pagerank,0.05,9.0,18.0,1.0,1.0,568.0,0.949,19734.0,0.945,7043.0,6098.0,944.0,143.0,0.05
WS,61,pagerank,0.1,10.0,24.0,1.0,1.0,485.0,0.899,18670.0,0.895,6430.0,5535.0,894.0,138.0,0.1
WS,61,random,0.01,7.0,15.0,1.0,1.0,624.0,0.99,19995.0,0.985,7220.0,6235.0,985.0,167.0,0.01
WS,61,random,0.05,8.0,16.0,1.0,1.0,570.0,0.948,18989.0,0.945,6802.0,5857.0,943.0,167.0,0.05
WS,61,random,0.1,11.0,21.0,1.0,1.0,544.0,0.9,19115.0,0.895,6834.0,5939.0,895.0,145.0,0.1
WS,62,betweenness,0.01,9.0,18.0,1.0,1.0,597.0,0.989,19047.0,0.985,7349.0,6364.0,984.0,176.0,0.01
WS,62,betweenness,0.05,9.0,18.0,1.0,1.0,571.0,0.945,18469.0,0.944,7085.0,6141.0,940.0,159.0,0.05
WS,62,betweenness,0.1,10.0,24.0,1.0,1.0,409.0,0.899,17925.0,0.895,6630.0,5735.0,894.0,172.0,0.1
WS,62,collective_influence,0.01,8.0,17.0,1.0,1.0,632.0,0.99,20389.0,0.985,7052.0,6067.0,985.0,142.0,0.01
WS,62,collective_influence,0.05,7.0,17.0,1.0,1.0,556.0,0.948,18227.0,0.945,7041.0,6096.0,943.0,116.0,0.05
WS,62,collective_influence,0.1,10.0,25.0,1.0,1.0,418.0,0.894,17394.0,0.893,6294.0,5401.0,889.0,144.0,0.1
WS,62,community_bridge,0.01,8.0,16.0,1.0,1.0,611.0,0.99,20443.0,0.985,7591.0,6606.0,985.0,145.0,0.01
WS,62,community_bridge,0.05,9.0,19.0,1.0,1.0,548.0,0.948,19310.0,0.945,7009.0,6064.0,943.0,192.0,0.05
WS,62,community_bridge,0.1,17.0,30.0,1.0,1.0,431.0,0.895,17877.0,0.89,6677.0,5787.0,890.0,155.0,0.1
WS,62,degree,0.01,10.0,18.0,1.0,1.0,579.0,0.99,18770.0,0.985,7244.0,6259.0,985.0,142.0,0.01
WS,62,degree,0.05,9.0,19.0,1.0,1.0,539.0,0.949,19125.0,0.945,6983.0,6038.0,944.0,190.0,0.05
WS,62,degree,0.1,11.0,25.0,1.0,1.0,436.0,0.888,18053.0,0.889,6812.0,5923.0,883.0,208.0,0.1
WS,62,eigenvector,0.01,8.0,17.0,1.0,1.0,549.0,0.987,19536.0,0.985,7722.0,6737.0,982.0,195.0,0.01
WS,62,eigenvector,0.05,7.0,16.0,1.0,1.0,606.0,0.95,19102.0,0.945,7015.0,6070.0,945.0,185.0,0.05
WS,62,eigenvector,0.1,8.0,17.0,1.0,1.0,528.0,0.897,18422.0,0.893,6620.0,5727.0,892.0,139.0,0.1
WS,62,kcore,0.01,8.0,17.0,1.0,1.0,638.0,0.99,19904.0,0.985,7155.0,6170.0,985.0,145.0,0.01
WS,62,kcore,0.05,8.0,18.0,1.0,1.0,556.0,0.946,19215.0,0.945,7091.0,6146.0,941.0,168.0,0.05
WS,62,kcore,0.1,10.0,23.0,1.0,1.0,459.0,0.89,18348.0,0.892,6530.0,5638.0,885.0,204.0,0.1
WS,62,pagerank,0.01,8.0,17.0,1.0,1.0,588.0,0.989,18757.0,0.985,7288.0,6303.0,984.0,140.0,0.01
WS,62,pagerank,0.05,9.0,18.0,1.0,1.0,576.0,0.948,19254.0,0.945,6556.0,5611.0,943.0,143.0,0.05
WS,62,pagerank,0.1,7.0,20.0,1.0,1.0,449.0,0.898,17892.0,0.895,6070.0,5175.0,893.0,184.0,0.1
